candidateId,safetyStatus,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,reviewedAt,notes
candidate-060a72fe10cf6ba9cbfc,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001012; rakutenProductUrl=https://books.rakuten.co.jp/rb/4141702/.
candidate-076beb86f844b642beef,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003009; rakutenProductUrl=https://books.rakuten.co.jp/rb/12127748/.
candidate-091d231d37f037fb07e8,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003004; rakutenProductUrl=https://books.rakuten.co.jp/rb/12443114/.
candidate-0cf463005cc77eeded8e,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2023/comics,2023-08-31,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001001002; rakutenProductUrl=https://books.rakuten.co.jp/rb/17124585/.
candidate-0d1ad77728a44df56508,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2015/comics,2015-02-06,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003044; rakutenProductUrl=https://books.rakuten.co.jp/rb/12906514/.
candidate-0dabd1d17e5fcf2992b9,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2016/comics,2016-02-04,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003009; rakutenProductUrl=https://books.rakuten.co.jp/rb/12992475/.
candidate-0ebf010ac12b9b60d80e,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001012; rakutenProductUrl=https://books.rakuten.co.jp/rb/5977527/.
candidate-0ede6921b81169dc2dda,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2017/comics,2017-08-23,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001001006; rakutenProductUrl=https://books.rakuten.co.jp/rb/14596035/.
candidate-0eff8190c0c6ff604527,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003041; rakutenProductUrl=https://books.rakuten.co.jp/rb/6918263/.
candidate-12b484cd79bfe6852ea1,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003009; rakutenProductUrl=https://books.rakuten.co.jp/rb/6043463/.
candidate-151b456508f78852b002,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003039; rakutenProductUrl=https://books.rakuten.co.jp/rb/4148972/.
candidate-1550d4a52c3fe6d9f94c,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001002024; rakutenProductUrl=https://books.rakuten.co.jp/rb/5952822/.
candidate-15d6508605fbd4a266fc,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001012; rakutenProductUrl=https://books.rakuten.co.jp/rb/4262048/.
candidate-18e08fe95968a6537773,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2023/comics,2023-08-31,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001012/001001003010; rakutenProductUrl=https://books.rakuten.co.jp/rb/16722608/.
candidate-19b578d0e828242f14f3,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003035; rakutenProductUrl=https://books.rakuten.co.jp/rb/5402451/.
candidate-1b3afe12c434a9cf7603,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001012; rakutenProductUrl=https://books.rakuten.co.jp/rb/6946942/.
candidate-1b7c4ed54d7761cd242b,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001012; rakutenProductUrl=https://books.rakuten.co.jp/rb/4347827/.
