id,title,titleKana,creators,publisher,demographic,status,firstPublishedYear,genres,factorScope,onboardingEligible,recommendationEligible,libraryOnly,metadataConfidence,groupingConfidence,sourceAgreement,annotationReviewMethod,annotationReviewedAt,annotationReviewReference,evidenceId
dungeon-meshi,ダンジョン飯,ダンジョンメシ,九井諒子,KADOKAWA,unknown,completed,2014,action;fantasy;comedy,entry_1_3_volumes,true,true,false,0.95,0.98,0.95,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-dungeon-meshi
kingdom,キングダム,キングダム,原泰久,集英社,seinen,ongoing,2006,action;historical,entry_1_3_volumes,true,true,false,0.98,0.99,0.98,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-kingdom
fullmetal-alchemist,鋼の錬金術師,ハガネノレンキンジュツシ,荒川弘,スクウェア・エニックス,shonen,completed,2001,action;fantasy,entry_1_3_volumes,true,true,false,0.98,0.99,0.98,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-fullmetal-alchemist
death-note,DEATH NOTE,デスノート,大場つぐみ;小畑健,集英社,shonen,completed,2003,mystery;horror,entry_1_3_volumes,true,true,false,0.98,0.99,0.98,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-death-note
spy-family,SPY×FAMILY,スパイファミリー,遠藤達哉,集英社,shonen,ongoing,2019,action;comedy;sliceOfLife,entry_1_3_volumes,true,true,false,0.98,0.99,0.98,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-spy-family
frieren,葬送のフリーレン,ソウソウノフリーレン,山田鐘人;アベツカサ,小学館,shonen,hiatus,2020,fantasy,entry_1_3_volumes,true,true,false,0.98,0.99,0.92,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-frieren
chainsaw-man,チェンソーマン,チェンソーマン,藤本タツキ,集英社,shonen,completed,2018,action;fantasy;horror;comedy,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-chainsaw-man
blue-lock,ブルーロック,ブルーロック,金城宗幸;ノ村優介,講談社,shonen,ongoing,2018,sports,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-blue-lock
monster,MONSTER,モンスター,浦沢直樹,小学館,seinen,completed,1994,mystery;horror,entry_1_3_volumes,true,true,false,0.98,0.95,0.97,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-monster
yotsuba-to,よつばと！,ヨツバト,あずまきよひこ,KADOKAWA,unknown,ongoing,2003,comedy;sliceOfLife,entry_1_3_volumes,true,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-yotsuba-to
blame,BLAME!,ブラム,弐瓶勉,講談社,seinen,completed,1997,action;scienceFiction,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-blame
one-piece,ONE PIECE,ワンピース,尾田栄一郎,集英社,shonen,ongoing,1997,action;fantasy;comedy,entry_1_3_volumes,true,true,false,0.98,0.99,0.91,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-one-piece
