sourceItemId,sourceId,status,candidateId,workId,decisionRef
konomanga-2022-ranking-07,konomanga-2022-ranking,included,candidate-0029e59a039dce3f6e74,work-0029e59a039dce3f6e74,mapping-c70561f9b04ac5cee307
mangataisho-2021-005,mangataisho-2021,duplicate,candidate-0029e59a039dce3f6e74,work-0029e59a039dce3f6e74,mapping-1354960cf97f92149517
mangataisho-2022-008,mangataisho-2022,duplicate,candidate-0029e59a039dce3f6e74,work-0029e59a039dce3f6e74,mapping-1a85389cc013ece22423
tsugimanga-2021-comics-007,tsugimanga-2021-comics,duplicate,candidate-0029e59a039dce3f6e74,work-0029e59a039dce3f6e74,mapping-111f0af735e82372ee55
mangataisho-2008-023,mangataisho-2008,included,candidate-048a39f42bd18cb0823e,work-048a39f42bd18cb0823e,mapping-46f9fbbc1cd5b491be4d
mangataisho-2009-013,mangataisho-2009,duplicate,candidate-048a39f42bd18cb0823e,work-048a39f42bd18cb0823e,mapping-294c969d48e511009deb
mangataisho-2010-032,mangataisho-2010,duplicate,candidate-048a39f42bd18cb0823e,work-048a39f42bd18cb0823e,mapping-a0f92650109e2d515f8d
mangataisho-2012-002,mangataisho-2012,duplicate,candidate-048a39f42bd18cb0823e,work-048a39f42bd18cb0823e,mapping-5acc4e353d67125c3d10
mangataisho-2008-140,mangataisho-2008,included,candidate-04f35b4c99514d50231d,work-04f35b4c99514d50231d,mapping-80497135118930004d51
mangataisho-2009-135,mangataisho-2009,duplicate,candidate-04f35b4c99514d50231d,work-04f35b4c99514d50231d,mapping-2301bf131c548a0c6e14
nippan-bookseller-recommendations-2007-001,nippan-bookseller-recommendations-2007,duplicate,candidate-04f35b4c99514d50231d,work-04f35b4c99514d50231d,mapping-eb24c121b11cef4faedb
mangataisho-2025-008,mangataisho-2025,duplicate,candidate-064c0062e7a8e29cfbed,work-064c0062e7a8e29cfbed,mapping-90573e79c791e9fb2450
shogakukan-manga-award-71-002,shogakukan-manga-award-71,duplicate,candidate-064c0062e7a8e29cfbed,work-064c0062e7a8e29cfbed,mapping-20d7127d0cfc7e35470a
tsugimanga-2024-comics-013,tsugimanga-2024-comics,included,candidate-064c0062e7a8e29cfbed,work-064c0062e7a8e29cfbed,mapping-0db7c67182f8872a1771
tsugimanga-2025-comics-012,tsugimanga-2025-comics,duplicate,candidate-064c0062e7a8e29cfbed,work-064c0062e7a8e29cfbed,mapping-85839efd034636b51f69
mangataisho-2017-011,mangataisho-2017,duplicate,candidate-07faf4019b12de5e877d,work-07faf4019b12de5e877d,mapping-7e5c4ff0485393a744c6
nippan-bookseller-recommendations-2017-006,nippan-bookseller-recommendations-2017,duplicate,candidate-07faf4019b12de5e877d,work-07faf4019b12de5e877d,mapping-9b8324ab4bd5b0dd9740
tsugimanga-2017-comics-049,tsugimanga-2017-comics,included,candidate-07faf4019b12de5e877d,work-07faf4019b12de5e877d,mapping-4f1380b642b7d6c15fce
nippan-bookseller-recommendations-2025-014,nippan-bookseller-recommendations-2025,duplicate,candidate-131ba7a362fa9e38a10a,work-131ba7a362fa9e38a10a,mapping-d8d4b5d9f63c4a3ca446
tsugimanga-2024-comics-020,tsugimanga-2024-comics,included,candidate-131ba7a362fa9e38a10a,work-131ba7a362fa9e38a10a,mapping-ab6432d2f3cb42bc5d78
tsugimanga-2025-comics-019,tsugimanga-2025-comics,duplicate,candidate-131ba7a362fa9e38a10a,work-131ba7a362fa9e38a10a,mapping-821a52eb76639751b394
mangataisho-2011-010,mangataisho-2011,included,candidate-171b262b7ad72871f795,work-171b262b7ad72871f795,mapping-120ce00f34230f8c874e
mangataisho-2012-006,mangataisho-2012,duplicate,candidate-171b262b7ad72871f795,work-171b262b7ad72871f795,mapping-f914b5aaf6fe6595808b
mangataisho-2013-028,mangataisho-2013,duplicate,candidate-171b262b7ad72871f795,work-171b262b7ad72871f795,mapping-8b0c0c367321ba5c2c8e
mangataisho-2015-183,mangataisho-2015,duplicate,candidate-171b262b7ad72871f795,work-171b262b7ad72871f795,mapping-be978e4edcb64879f661
mangataisho-2015-189,mangataisho-2015,duplicate,candidate-174e7603bb0e71bb62ab,work-174e7603bb0e71bb62ab,mapping-444453635dbcc9552e54
mangataisho-2017-010,mangataisho-2017,duplicate,candidate-174e7603bb0e71bb62ab,work-174e7603bb0e71bb62ab,mapping-6d263e93acf3b3bc3f0e
nippan-bookseller-recommendations-2017-001,nippan-bookseller-recommendations-2017,duplicate,candidate-174e7603bb0e71bb62ab,work-174e7603bb0e71bb62ab,mapping-e3a0b4b77b6cb0f959d9
shogakukan-manga-award-66-003,shogakukan-manga-award-66,duplicate,candidate-174e7603bb0e71bb62ab,work-174e7603bb0e71bb62ab,mapping-a49e076a384a540b8b00
tsugimanga-2015-comics-025,tsugimanga-2015-comics,included,candidate-174e7603bb0e71bb62ab,work-174e7603bb0e71bb62ab,mapping-cd78ca78e6825caa47e5
tsugimanga-2016-comics-007,tsugimanga-2016-comics,duplicate,candidate-174e7603bb0e71bb62ab,work-174e7603bb0e71bb62ab,mapping-3fc31cf489cca3a9bdca
konomanga-2023-ranking-19,konomanga-2023-ranking,included,candidate-197089286d30de82f9e9,work-197089286d30de82f9e9,mapping-f8ccf868a48b3169b07a
tsugimanga-2022-comics-022,tsugimanga-2022-comics,duplicate,candidate-197089286d30de82f9e9,work-197089286d30de82f9e9,mapping-d2b040c180f452d8c064
tsugimanga-2023-comics-021,tsugimanga-2023-comics,duplicate,candidate-197089286d30de82f9e9,work-197089286d30de82f9e9,mapping-76b3ab157c45cc34e073
mangataisho-2015-158,mangataisho-2015,duplicate,candidate-1d447cc9026b530fb53d,work-1d447cc9026b530fb53d,mapping-0fd7e43da7183e5d6748
nippan-bookseller-recommendations-2015-015,nippan-bookseller-recommendations-2015,duplicate,candidate-1d447cc9026b530fb53d,work-1d447cc9026b530fb53d,mapping-82292ef1560e0e6b7e8e
nippan-bookseller-recommendations-2016-005,nippan-bookseller-recommendations-2016,duplicate,candidate-1d447cc9026b530fb53d,work-1d447cc9026b530fb53d,mapping-bdfbca3e9d8b24c5affa
tsugimanga-2015-comics-034,tsugimanga-2015-comics,included,candidate-1d447cc9026b530fb53d,work-1d447cc9026b530fb53d,mapping-710f5acfcc1697e96628
mangataisho-2013-006,mangataisho-2013,included,candidate-29806fe5f9633b940747,work-29806fe5f9633b940747,mapping-e4ba4c221c83bd358aed
mangataisho-2014-200,mangataisho-2014,duplicate,candidate-29806fe5f9633b940747,work-29806fe5f9633b940747,mapping-8851265494ebe1a5d542
nippan-bookseller-recommendations-2013-001,nippan-bookseller-recommendations-2013,duplicate,candidate-29806fe5f9633b940747,work-29806fe5f9633b940747,mapping-df334772d2b0a89dae38
mangataisho-2010-050,mangataisho-2010,included,candidate-319e39a597d16251efc9,work-319e39a597d16251efc9,mapping-1d32b44ba99e6b4d5abd
mangataisho-2012-023,mangataisho-2012,duplicate,candidate-319e39a597d16251efc9,work-319e39a597d16251efc9,mapping-a9c3833f15084003b1c3
