mappingId,sourceItemId,candidateId,workId,mappingType,canonicalTitleJa,confidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,notes
mapping-7c632d7a6f06f75ad04c,konomanga-2020-ranking-01,candidate-088bd94cfdd1dd6e192d,spy-family,included,SPY×FAMILY,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15924058/; normalizedTitle=spy×family; matchedRakutenAuthor=遠藤 達哉; isbn=9784088820118.
mapping-54c13f4dc352a32b9dea,konomanga-2020-ranking-03,candidate-84a6a139c55f2760544e,work-84a6a139c55f2760544e,included,僕の心のヤバイやつ,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15700939/; normalizedTitle=僕の心のやばいやつ; matchedRakutenAuthor=桜井　のりお; isbn=9784253226158.
mapping-a91a71354eb2e30ab7aa,konomanga-2020-ranking-04,candidate-9ad564d206d2c1a6c4ef,chainsaw-man,included,チェンソーマン,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15793617/; normalizedTitle=ちぇんそーまん; matchedRakutenAuthor=藤本 タツキ; isbn=9784088817804.
mapping-6df562007be25c90c174,konomanga-2020-ranking-05,candidate-ced7a8e6d9c3b8147702,work-ced7a8e6d9c3b8147702,included,水は海に向かって流れる,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15811038/; normalizedTitle=水は海に向かって流れる; matchedRakutenAuthor=田島 列島; isbn=9784065144510.
mapping-cb430f0351c9d000d1dc,konomanga-2020-ranking-06,candidate-ca2c6203e55caa0969f6,demon-slayer,included,鬼滅の刃,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/14141502/; normalizedTitle=鬼滅の刃; matchedRakutenAuthor=吾峠 呼世晴; isbn=9784088807232.
mapping-7b70ebfe73f18231b882,konomanga-2020-ranking-07,candidate-222504590507d3ab8093,work-222504590507d3ab8093,included,王様ランキング,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15721579/; normalizedTitle=王様らんきんぐ; matchedRakutenAuthor=十日　草輔; isbn=9784047355170.
mapping-a059c9354a7fd87a9a9f,konomanga-2020-ranking-08,candidate-a0cf232c6e526adba12f,skip-and-loafer,included,スキップとローファー,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15751027/; normalizedTitle=すきっぷとろーふぁー; matchedRakutenAuthor=高松 美咲; isbn=9784065142097.
mapping-bf98fc8b4caef76db81c,konomanga-2020-ranking-10,candidate-70d47c2956fa70767164,work-70d47c2956fa70767164,included,有害無罪玩具,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15768146/; normalizedTitle=有害無罪玩具; matchedRakutenAuthor=詩野 　うら; isbn=9784047355316.
mapping-0231be13caba14b2716a,konomanga-2020-ranking-11,candidate-7d4568dcc8e9175d35ba,work-7d4568dcc8e9175d35ba,included,異世界おじさん,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15665157/; normalizedTitle=異世界おじさん; matchedRakutenAuthor=殆ど死んでいる; isbn=9784040653686.
mapping-a9c2128b3c201b02b54e,konomanga-2020-ranking-12,candidate-81c561ca6bb74a301cf8,work-81c561ca6bb74a301cf8,included,ライドンキング,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15740016/; normalizedTitle=らいどんきんぐ; matchedRakutenAuthor=馬場 康誌; isbn=9784065142103.
mapping-3a3f56f02a6d7799feb9,konomanga-2020-ranking-13,candidate-36ad929401ae720a2c8c,work-36ad929401ae720a2c8c,included,事情を知らない転校生がグイグイくる。,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15620971/; normalizedTitle=事情を知らない転校生がぐいぐいくる。; matchedRakutenAuthor=川村拓; isbn=9784757558557.
mapping-05f228b900892881ea1a,konomanga-2020-ranking-14,candidate-58d26f92c06526c31c24,the-fable,included,ザ・ファブル,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/13115868/; normalizedTitle=ざ ふぁぶる; matchedRakutenAuthor=南勝久; isbn=9784063825633.
mapping-b33bec14d1c932b3cd2b,konomanga-2020-ranking-15,candidate-4eda8d2a9b04837b0e29,blue-period,included,ブルーピリオド,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15255021/; normalizedTitle=ぶるーぴりおど; matchedRakutenAuthor=山口 つばさ; isbn=9784065105863.
mapping-da32a48789a09240db19,konomanga-2020-ranking-16,candidate-40ea287aae6305289cf6,work-40ea287aae6305289cf6,included,その着せ替え人形は恋をする,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15658806/; normalizedTitle=その着せ替え人形は恋をする; matchedRakutenAuthor=福田晋一; isbn=9784757559202.
mapping-4c343fc95f982a982521,konomanga-2020-ranking-17,candidate-27d993f99ff7042b5338,sweat-and-soap,included,あせとせっけん,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15620757/; normalizedTitle=あせとせっけん; matchedRakutenAuthor=山田 金鉄; isbn=9784065133422.
mapping-148991031aff6826cf20,konomanga-2020-ranking-20,candidate-2406b2ca910adb6c1d73,work-2406b2ca910adb6c1d73,included,可愛そうにね、元気くん,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15957288/; normalizedTitle=可愛そうにね、元気くん; matchedRakutenAuthor=古宮 海; isbn=9784088913360.
mapping-7f0c9552e8f9eb2f2f7a,konomanga-2020-ranking-21,candidate-07ff2a01ef593ce2f809,work-07ff2a01ef593ce2f809,included,さよならミニスカート,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15681764/; normalizedTitle=さよならみにすかーと; matchedRakutenAuthor=牧野 あおい; isbn=9784088675206.
mapping-73a436db673bfa5f69ef,konomanga-2020-ranking-22,candidate-7c8931bc010e2f28f7ec,work-7c8931bc010e2f28f7ec,included,夢中さ、きみに。,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15966863/; normalizedTitle=夢中さ、きみに。; matchedRakutenAuthor=和山　やま; isbn=9784047357181.
mapping-3a2af03e23e68e452989,konomanga-2020-ranking-23,candidate-9bd00739b995d84e2494,work-9bd00739b995d84e2494,included,あした死ぬには、,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15898729/; normalizedTitle=あした死ぬには、; matchedRakutenAuthor=雁 須磨子; isbn=9784778323011.
mapping-444d26e7f5e739e2734c,konomanga-2020-ranking-24,candidate-55d2c61694878eb046d5,mystery-to-iu-nakare,included,ミステリと言う勿れ,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15267583/; normalizedTitle=みすてりと言う勿れ; matchedRakutenAuthor=田村 由美; isbn=9784098700295.
mapping-096458b6f647a73adb60,konomanga-2020-ranking-26,candidate-8ddcf8b988956bca92a4,work-8ddcf8b988956bca92a4,included,ポーの一族 ユニコーン,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15914879/; normalizedTitle=ぽーの一族 ゆにこーん; matchedRakutenAuthor=萩尾 望都; isbn=9784098705795.
mapping-4646500f4f3c14786cba,konomanga-2020-ranking-27,candidate-6b321bd2b9009a808456,work-6b321bd2b9009a808456,included,てだれもんら,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15999702/; normalizedTitle=てだれもんら; matchedRakutenAuthor=中野　シズカ; isbn=9784047357693.
mapping-baf755402ce49d3100f1,konomanga-2020-ranking-29,candidate-7868798a4cb2b0d155ce,work-7868798a4cb2b0d155ce,included,ゆりあ先生の赤い糸,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15512460/; normalizedTitle=ゆりあ先生の赤い糸; matchedRakutenAuthor=入江 喜和; isbn=9784065122488.
mapping-c15fb26fb8dfa7309240,konomanga-2020-ranking-30,candidate-0153a125c5a56225b06c,work-0153a125c5a56225b06c,included,違国日記,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15182203/; normalizedTitle=違国日記; matchedRakutenAuthor=ヤマシタ トモコ; isbn=9784396767174.
mapping-c1cb260de019add91ece,konomanga-2020-ranking-31,candidate-daf65c6f2cce3e076dfa,work-daf65c6f2cce3e076dfa,included,凪のお暇,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/14944186/; normalizedTitle=凪のお暇; matchedRakutenAuthor=コナリミサト; isbn=9784253156370.
mapping-d80f808396c4eacd616d,konomanga-2020-ranking-33,candidate-3ad85a2ffdc026007d61,work-3ad85a2ffdc026007d61,included,新しい上司はど天然,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15940866/; normalizedTitle=新しい上司はど天然; matchedRakutenAuthor=いちかわ暖; isbn=9784253142311.
mapping-454c1dcd164ea9050fcf,konomanga-2020-ranking-34,candidate-a4382c451f4eb3bf3995,work-a4382c451f4eb3bf3995,included,ワンルームエンジェル,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15803643/; normalizedTitle=わんるーむえんじぇる; matchedRakutenAuthor=はらだ; isbn=9784396784751.
mapping-c538590f7b63166fc6ff,konomanga-2020-ranking-35,candidate-8d07714ac462efd374de,a-condition-called-love,included,花野井くんと恋の病,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15439737/; normalizedTitle=花野井くんと恋の病; matchedRakutenAuthor=森野 萌; isbn=9784065114698.
mapping-4f99fd106c7adb907790,konomanga-2020-ranking-36,candidate-0bbd8ef182853cb7845f,work-0bbd8ef182853cb7845f,included,クールドジ男子,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15793507/; normalizedTitle=くーるどじ男子; matchedRakutenAuthor=那多ここね; isbn=9784757559349.
mapping-b3447ea480fe559f6f96,konomanga-2020-ranking-37,candidate-bb69c71a844a88a47969,work-bb69c71a844a88a47969,included,椿町ロンリープラネット,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/13308354/; normalizedTitle=椿町ろんりーぷらねっと; matchedRakutenAuthor=やまもり三香; isbn=9784088454290.
mapping-ed42b765849aaa7f52b5,konomanga-2020-ranking-39,candidate-9516d1ec3aa424e46828,work-9516d1ec3aa424e46828,included,恋煮込み愛つゆだく大盛り,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15829954/; normalizedTitle=恋煮込み愛つゆだく大盛り; matchedRakutenAuthor=にくまん子; isbn=9784047356009.
mapping-d4c66aba10e83ad80264,konomanga-2020-ranking-40,candidate-353df9f584c34ab01b56,work-353df9f584c34ab01b56,included,メジロバナの咲く,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16005355/; normalizedTitle=めじろばなの咲く; matchedRakutenAuthor=中村明日美子; isbn=9784592711568.
mapping-a8b6c3a079a186c3b115,konomanga-2021-ranking-01,candidate-9ad564d206d2c1a6c4ef,chainsaw-man,duplicate,チェンソーマン,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15793617/; normalizedTitle=ちぇんそーまん; matchedRakutenAuthor=藤本 タツキ; isbn=9784088817804.
mapping-c67e4893b4804348476f,konomanga-2021-ranking-03,candidate-c61aa83d0482e2863eb3,kowloon-generic-romance,included,九龍ジェネリックロマンス,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16193626/; normalizedTitle=九龍じぇねりっくろまんす; matchedRakutenAuthor=眉月 じゅん; isbn=9784088914886.
mapping-be56df5c48705f20a7a5,konomanga-2021-ranking-04,candidate-ced7a8e6d9c3b8147702,work-ced7a8e6d9c3b8147702,duplicate,水は海に向かって流れる,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15811038/; normalizedTitle=水は海に向かって流れる; matchedRakutenAuthor=田島 列島; isbn=9784065144510.
mapping-676f9cba5888d159cafd,konomanga-2021-ranking-05,candidate-1c11c52424ffad601818,work-1c11c52424ffad601818,included,竜女戦記,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16280777/; normalizedTitle=竜女戦記; matchedRakutenAuthor=都留　泰作; isbn=9784582288315.
mapping-cf5b124c77f0dcf376a5,konomanga-2021-ranking-06,candidate-dd82b7e95c3acd11d5b9,work-dd82b7e95c3acd11d5b9,included,ダンピアのおいしい冒険,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16344574/; normalizedTitle=だんぴあのおいしい冒険; matchedRakutenAuthor=トマトスープ; isbn=9784781618968.
mapping-3e8a5b673f32e33cbedd,konomanga-2021-ranking-07,candidate-c55467873ec70e670484,work-c55467873ec70e670484,included,大ダーク,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16075898/; normalizedTitle=大だーく; matchedRakutenAuthor=林田 球; isbn=9784091294869.
mapping-ae0d570d104a0890eb37,konomanga-2021-ranking-08,candidate-3dfaf6231e21133620c6,work-3dfaf6231e21133620c6,included,忍者と極道,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16264636/; normalizedTitle=忍者と極道; matchedRakutenAuthor=近藤 信輔; isbn=9784065193655.
mapping-7dbc3f2b0bad5831ccb9,konomanga-2021-ranking-09,candidate-84a6a139c55f2760544e,work-84a6a139c55f2760544e,duplicate,僕の心のヤバイやつ,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15700939/; normalizedTitle=僕の心のやばいやつ; matchedRakutenAuthor=桜井　のりお; isbn=9784253226158.
mapping-45f39673821607fe387c,konomanga-2021-ranking-10,candidate-443783f31b5ba378f934,work-443783f31b5ba378f934,included,ベルリンうわの空,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16154113/; normalizedTitle=べるりんうわの空; matchedRakutenAuthor=香山哲; isbn=9784781618494.
mapping-27718ff00ad1dd193f00,konomanga-2021-ranking-11,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,included,女の園の星,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16354818/; normalizedTitle=女の園の星; matchedRakutenAuthor=和山やま; isbn=9784396767976.
mapping-222b2023350a64be3ee7,konomanga-2021-ranking-12,candidate-540d5788c906bfcc7234,work-540d5788c906bfcc7234,included,後ハッピーマニア,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16324676/; normalizedTitle=後はっぴーまにあ; matchedRakutenAuthor=安野 モヨコ; isbn=9784396767952.
mapping-e35cacf4fb9847bea10c,konomanga-2021-ranking-14,candidate-49e9ca0e255356cbf861,work-49e9ca0e255356cbf861,included,マイ・ブロークン・マリコ,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16089743/; normalizedTitle=まい ぶろーくん まりこ; matchedRakutenAuthor=平庫　ワカ; isbn=9784040642468.
mapping-896bef8c0e365ac86169,konomanga-2021-ranking-15,candidate-c2df32661c0b925ff74f,work-c2df32661c0b925ff74f,included,カラオケ行こ！,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16353169/; normalizedTitle=からおけ行こ!; matchedRakutenAuthor=和山　やま; isbn=9784047361515.
mapping-7daa826ecab87e3b3c8d,konomanga-2021-ranking-16,candidate-55d2c61694878eb046d5,mystery-to-iu-nakare,duplicate,ミステリと言う勿れ,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15267583/; normalizedTitle=みすてりと言う勿れ; matchedRakutenAuthor=田村 由美; isbn=9784098700295.
mapping-7bf7e07dd6234a382c5d,konomanga-2021-ranking-18,candidate-7cdb366e7d6858c2f244,work-7cdb366e7d6858c2f244,included,かしこくて勇気ある子ども,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16309152/; normalizedTitle=かしこくて勇気ある子ども; matchedRakutenAuthor=山本美希; isbn=9784845860616.
mapping-417fc52f3ef4e0d69b03,konomanga-2021-ranking-20,candidate-c04f65770fcfd22abb9f,a-sign-of-affection,included,ゆびさきと恋々,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16128417/; normalizedTitle=ゆびさきと恋々; matchedRakutenAuthor=森下 suu; isbn=9784065180624.
mapping-8df11902ee2517a600ac,konomanga-2022-ranking-01,candidate-741deb03d9f59e723929,work-741deb03d9f59e723929,included,ルックバック,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16823430/; normalizedTitle=るっくばっく; matchedRakutenAuthor=藤本 タツキ; isbn=9784088827827.
mapping-09533606c9786fd24562,konomanga-2022-ranking-03,candidate-23851cd7ccf1d0c676cc,work-23851cd7ccf1d0c676cc,included,怪獣8号,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16503594/; normalizedTitle=怪獣8号; matchedRakutenAuthor=松本 直也; isbn=9784088825250.
mapping-faf086260d5cee4ecb9d,konomanga-2022-ranking-04,candidate-cdf549d4b1888153e146,work-cdf549d4b1888153e146,included,ダンダダン,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16783601/; normalizedTitle=だんだだん; matchedRakutenAuthor=龍 幸伸; isbn=9784088825991.
mapping-797bf8089620dcb474c7,konomanga-2022-ranking-05,candidate-50afa45b590e1bd55fa1,work-50afa45b590e1bd55fa1,included,東京ヒゴロ,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16795257/; normalizedTitle=東京ひごろ; matchedRakutenAuthor=松本 大洋; isbn=9784098611171.
mapping-c70561f9b04ac5cee307,konomanga-2022-ranking-07,candidate-0029e59a039dce3f6e74,work-0029e59a039dce3f6e74,included,【推しの子】,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16373626/; normalizedTitle=【推しの子】; matchedRakutenAuthor=赤坂 アカ × 横槍 メンゴ; isbn=9784088916507.
mapping-89c936eadbe58e09dd78,konomanga-2022-ranking-10,candidate-ae9ec8e0da7f3c8fa3c9,the-darwin-incident,included,ダーウィン事変,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16495136/; normalizedTitle=だーうぃん事変; matchedRakutenAuthor=うめざわ しゅん; isbn=9784065213988.
