workId,axisId,state,value,confidence,refs,observation,limitation
work-5cafd57db6b870a71a05,artRealism,unknown,,,,No pixels were inspected because the official standard volume is not bridged to the frozen wide edition,Edition prerequisite failed before sampling; unknown is not a low value or blocker
work-5cafd57db6b870a71a05,artDensity,unknown,,,,No pixels were inspected because the official standard volume is not bridged to the frozen wide edition,Edition prerequisite failed before sampling; unknown is not a low value or blocker
work-5cafd57db6b870a71a05,visualSoftness,unknown,,,,No pixels were inspected because the official standard volume is not bridged to the frozen wide edition,Edition prerequisite failed before sampling; unknown is not a low value or blocker
work-5cafd57db6b870a71a05,motionImpact,unknown,,,,No pixels were inspected because the official standard volume is not bridged to the frozen wide edition,Edition prerequisite failed before sampling; unknown is not a low value or blocker
work-5e20323e014d6d390aaf,artRealism,known,3,0.86,reader-step-05;reader-step-12;reader-step-19,Mostly natural human and equipment proportions retain visible facial stylization,The six-page entry sample supports a between-anchor value rather than the realistic extreme
work-5e20323e014d6d390aaf,artDensity,known,2,0.84,reader-step-05;reader-step-12;reader-step-19,Crowded practice and armor detail balance sparse assembly panels and effect-heavy white space,The selected contexts support the balanced anchor
work-5e20323e014d6d390aaf,visualSoftness,known,2,0.82,reader-step-05;reader-step-12;reader-step-19,Clean controlled contours mix rounded faces with hard equipment and impact marks,Soft and hard features remain balanced across the sample
work-5e20323e014d6d390aaf,motionImpact,unknown,,,reader-step-05;reader-step-12;reader-step-19,The isolated strike at reader-step-19 has no exact continuous start and endpoint,The motion sequence prerequisite is not met
work-5ebbc9bede841d2faf7b,artRealism,known,2,0.85,reader-step-05;reader-step-12;reader-step-19,Natural adult proportions coexist with simplified faces and deliberately exaggerated imagined figures,The sample repeatedly matches general stylization rather than either extreme
work-5ebbc9bede841d2faf7b,artDensity,known,1,0.88,reader-step-05;reader-step-12;reader-step-19,Large white fields and face-led panels dominate while office and city detail is selective,The sample lies between sparse and balanced density
