id,title,titleKana,creators,publisher,demographic,status,firstPublishedYear,genres,factorScope,onboardingEligible,recommendationEligible,libraryOnly,metadataConfidence,groupingConfidence,sourceAgreement,annotationReviewMethod,annotationReviewedAt,annotationReviewReference,evidenceId
work-060a72fe10cf6ba9cbfc,チェーザレ 破壊の創造者,,惣領 冬実,講談社,unknown,unknown,2006,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-060a72fe10cf6ba9cbfc
work-076beb86f844b642beef,くーねるまるた,,高尾 じんぐ,小学館,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-076beb86f844b642beef
work-091d231d37f037fb07e8,インベスターZ,,三田紀房,講談社,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-091d231d37f037fb07e8
work-0cf463005cc77eeded8e,黄泉のツガイ,,荒川弘,スクウェア・エニックス,shonen,unknown,2022,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0cf463005cc77eeded8e
work-0d1ad77728a44df56508,ラーメン大好き小泉さん,,鳴見なる,竹書房,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0d1ad77728a44df56508
work-0dabd1d17e5fcf2992b9,忘却のサチコ,,阿部 潤,小学館,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0dabd1d17e5fcf2992b9
work-0ebf010ac12b9b60d80e,機動旅団八福神,,福島 聡,KADOKAWA,unknown,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0ebf010ac12b9b60d80e
work-0ede6921b81169dc2dda,不滅のあなたへ,,大今 良時,講談社,shonen,unknown,2017,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0ede6921b81169dc2dda
work-0eff8190c0c6ff604527,よるくも,,漆原 ミチ,小学館,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0eff8190c0c6ff604527
work-12b484cd79bfe6852ea1,高校球児 ザワさん,,三島衛里子,小学館,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-12b484cd79bfe6852ea1
work-151b456508f78852b002,ヨルムンガンド,,高橋 慶太郎,小学館,seinen,unknown,2006,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-151b456508f78852b002
work-1550d4a52c3fe6d9f94c,ボクラノキセキ,,久米田夏緒,一迅社,shojo,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1550d4a52c3fe6d9f94c
work-15d6508605fbd4a266fc,おまかせ精霊,,青本 もあ,KADOKAWA,unknown,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-15d6508605fbd4a266fc
work-18e08fe95968a6537773,ニラメッコ,,久世 岳,白泉社,seinen,unknown,2021,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-18e08fe95968a6537773
work-19b578d0e828242f14f3,恋愛ラボ,,宮原るり,芳文社,seinen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-19b578d0e828242f14f3
work-1b3afe12c434a9cf7603,銀のスプーン,,小沢 真理,講談社,unknown,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1b3afe12c434a9cf7603
work-1b7c4ed54d7761cd242b,おかめ日和,,入江喜和,講談社,unknown,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1b7c4ed54d7761cd242b
work-1bce95b6c02673e59bcf,新黒沢 最強伝説,,福本伸行,小学館,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1bce95b6c02673e59bcf
work-1d5a3158e78e639f1973,カレチ,,池田邦彦,講談社,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1d5a3158e78e639f1973
work-1e9c4852863a22bba058,GREEN WORLDZ,,大沢祐輔,講談社,shonen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1e9c4852863a22bba058
work-1ec3d48e64b228bb8a92,娚の一生,,西 炯子,小学館,unknown,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1ec3d48e64b228bb8a92
work-238c04ae3a3a61451078,リューシカ・リューシカ,,安倍吉俊,スクウェア・エニックス,shonen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-238c04ae3a3a61451078
work-43ebf010a490cfd4bb50,千年万年りんごの子,,田中 相,講談社,unknown,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-43ebf010a490cfd4bb50
work-4b4bbe8c10859c46e726,百舌谷さん逆上する,,篠房六郎,講談社,seinen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-4b4bbe8c10859c46e726
work-5ad62e6413f67d351f1d,天にひびき,,やまむらはじめ,少年画報社,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5ad62e6413f67d351f1d
work-5b7cf2105a4bc6f6b46c,クジラの子らは砂上に歌う,,梅田阿比,秋田書店,unknown,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5b7cf2105a4bc6f6b46c
work-5e30ab3c7e3fb43e51f2,女王の花,,和泉かねよし,小学館,unknown,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-5e30ab3c7e3fb43e51f2
work-62fb5d8e9f6c6bbbeba9,血潜り林檎と金魚鉢男,,阿部洋一,アスキー・メディアワークス,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-62fb5d8e9f6c6bbbeba9
work-6c6341781c12b590864f,鉄楽レトラ,,佐原 ミズ,小学館,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-6c6341781c12b590864f
work-77008e04537e3fd889e2,ジョジョリオン,,荒木飛呂彦,集英社,shonen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-77008e04537e3fd889e2
work-79c18b26dfde8a532f73,デストロ２４６,,高橋 慶太郎,小学館,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-79c18b26dfde8a532f73
work-7b6eb2b48ac06ffa26eb,夢の雫、黄金の鳥籠,,篠原 千絵,小学館,unknown,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-7b6eb2b48ac06ffa26eb
work-8037856e7703fdaf4324,日常,,あらゐ けいいち,KADOKAWA,seinen,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-8037856e7703fdaf4324
work-88cb26a0229ad7b83263,ひらやすみ,,真造 圭伍,小学館,seinen,unknown,2021,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-88cb26a0229ad7b83263
work-8a7846af8ead1797e6a2,ハイスコアガール,,押切蓮介,スクウェア・エニックス,shonen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-8a7846af8ead1797e6a2
work-8ff141505b0a27f8d630,WOMBS,,白井 弓子,小学館,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-8ff141505b0a27f8d630
work-982bb79e03193ebbafcd,ママはテンパリスト,,東村アキコ,集英社,unknown,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-982bb79e03193ebbafcd
work-9e98119539f60465ce66,僕らはみんな河合荘,,宮原るり,少年画報社,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-9e98119539f60465ce66
work-aa6018249b7fe7e92d95,かよちゃんの荷物,,雁須磨子,竹書房,seinen,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-aa6018249b7fe7e92d95
work-ab9331f7fed1990f7dc6,脳内ポイズンベリー,,水城せとな,集英社,shojo,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-ab9331f7fed1990f7dc6
work-c50ea94bb66f72c679a2,機械仕掛けの愛,,業田 良家,小学館,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-c50ea94bb66f72c679a2
work-c7e065f61bb7a176ee56,臨死!!江古田ちゃん,,瀧波ユカリ,講談社,seinen,unknown,2006,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-c7e065f61bb7a176ee56
work-c8243866b7c8a6d9a2f8,町でうわさの天狗の子,,岩本ナオ,小学館,unknown,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-c8243866b7c8a6d9a2f8
work-db4a0ec451d7f4ffd8b8,万福児,,下吉田本郷,集英社,shojo,unknown,2006,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-db4a0ec451d7f4ffd8b8
work-e658d3aee2e33c17aa38,スピリットサークル,,水上悟志,少年画報社,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-e658d3aee2e33c17aa38
work-e906b3eaa9ef9eafe23c,トリリオンゲーム,,稲垣 理一郎;池上 遼一,小学館,seinen,unknown,2021,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-e906b3eaa9ef9eafe23c
work-f31a42ea4ad724acefa5,デッドデッドデーモンズデデデデデストラクション,,浅野いにお,小学館,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-f31a42ea4ad724acefa5
work-f4bfc29a5e0a9b5148d0,月に吠えらんねえ,,清家 雪子,講談社,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-f4bfc29a5e0a9b5148d0
work-fb89f119251610cf1648,1/11 じゅういちぶんのいち,,中村尚儁,集英社,shonen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-fb89f119251610cf1648
work-fe35a5f01946f5153eb4,シュトヘル,,伊藤 悠,小学館,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-fe35a5f01946f5153eb4
