id,workId,volumeNumber,isbn,releaseDate,editionKind,isRepresentative,evidenceId
work-060a72fe10cf6ba9cbfc-representative,work-060a72fe10cf6ba9cbfc,1,9784063722017,2006-10-23,standard,true,ev-rakuten-library-work-060a72fe10cf6ba9cbfc
work-076beb86f844b642beef-representative,work-076beb86f844b642beef,1,9784091848475,2013-01-30,standard,true,ev-rakuten-library-work-076beb86f844b642beef
work-091d231d37f037fb07e8-representative,work-091d231d37f037fb07e8,1,9784063872576,,standard,true,ev-rakuten-library-work-091d231d37f037fb07e8
work-0cf463005cc77eeded8e-representative,work-0cf463005cc77eeded8e,1,9784757579620,2022-06-10,standard,true,ev-rakuten-library-work-0cf463005cc77eeded8e
work-0d1ad77728a44df56508-representative,work-0d1ad77728a44df56508,1,9784812487983,,standard,true,ev-rakuten-library-work-0d1ad77728a44df56508
work-0dabd1d17e5fcf2992b9-representative,work-0dabd1d17e5fcf2992b9,1,9784091866707,,standard,true,ev-rakuten-library-work-0dabd1d17e5fcf2992b9
work-0ebf010ac12b9b60d80e-representative,work-0ebf010ac12b9b60d80e,9,9784757746954,,standard,true,ev-rakuten-library-work-0ebf010ac12b9b60d80e
work-0ede6921b81169dc2dda-representative,work-0ede6921b81169dc2dda,1,9784063958423,,standard,true,ev-rakuten-library-work-0ede6921b81169dc2dda
work-0eff8190c0c6ff604527-representative,work-0eff8190c0c6ff604527,1,9784091885388,2011-01-28,standard,true,ev-rakuten-library-work-0eff8190c0c6ff604527
work-12b484cd79bfe6852ea1-representative,work-12b484cd79bfe6852ea1,1,9784091825377,,standard,true,ev-rakuten-library-work-12b484cd79bfe6852ea1
work-151b456508f78852b002-representative,work-151b456508f78852b002,1,9784091570697,2006-11-17,standard,true,ev-rakuten-library-work-151b456508f78852b002
work-1550d4a52c3fe6d9f94c-representative,work-1550d4a52c3fe6d9f94c,1,9784758053945,,standard,true,ev-rakuten-library-work-1550d4a52c3fe6d9f94c
work-15d6508605fbd4a266fc-representative,work-15d6508605fbd4a266fc,1,9784840116626,2007-01-23,standard,true,ev-rakuten-library-work-15d6508605fbd4a266fc
work-18e08fe95968a6537773-representative,work-18e08fe95968a6537773,1,9784592166610,2021-06-16,standard,true,ev-rakuten-library-work-18e08fe95968a6537773
work-19b578d0e828242f14f3-representative,work-19b578d0e828242f14f3,1,9784832266193,,standard,true,ev-rakuten-library-work-19b578d0e828242f14f3
work-1b3afe12c434a9cf7603-representative,work-1b3afe12c434a9cf7603,1,9784063760231,2011-02-10,standard,true,ev-rakuten-library-work-1b3afe12c434a9cf7603
work-1b7c4ed54d7761cd242b-representative,work-1b7c4ed54d7761cd242b,1,9784063722802,,standard,true,ev-rakuten-library-work-1b7c4ed54d7761cd242b
