workId,themeId,centrality,confidence,evidenceId
work-84b7c7d7720447075c25,politics,2,0.86,ev-batch-002-a-work-84b7c7d7720447075c25
work-84b7c7d7720447075c25,war,1,0.78,ev-batch-002-a-work-84b7c7d7720447075c25
work-84b7c7d7720447075c25,school,1,0.76,ev-batch-002-a-work-84b7c7d7720447075c25
work-9072892a767332254f00,cooking,1,0.80,ev-batch-002-a-work-9072892a767332254f00
work-98b7d2ef065bde405972,workplace,2,0.90,ev-batch-002-a-work-98b7d2ef065bde405972
work-a59481c00155de21d75f,foundFamily,1,0.72,ev-batch-002-a-work-a59481c00155de21d75f
work-a8349445836546a82934,workplace,2,0.90,ev-batch-002-a-work-a8349445836546a82934
work-a8349445836546a82934,historicalReconstruction,1,0.78,ev-batch-002-a-work-a8349445836546a82934
work-ab95f4d4997113e0687a,school,2,0.88,ev-batch-002-a-work-ab95f4d4997113e0687a
work-ab95f4d4997113e0687a,workplace,2,0.88,ev-batch-002-a-work-ab95f4d4997113e0687a
work-ad32c71b07fd13c65a79,reincarnation,2,0.92,ev-batch-002-a-work-ad32c71b07fd13c65a79
work-ad32c71b07fd13c65a79,school,1,0.76,ev-batch-002-a-work-ad32c71b07fd13c65a79
work-ad32c71b07fd13c65a79,combat,1,0.72,ev-batch-002-a-work-ad32c71b07fd13c65a79
work-bbeeaad9e37ab267dc29,cooking,1,0.72,ev-batch-002-a-work-bbeeaad9e37ab267dc29
work-c221a17d6b962b17c9f4,investigation,2,0.92,ev-batch-002-a-work-c221a17d6b962b17c9f4
work-c55467873ec70e670484,adventure,2,0.88,ev-batch-002-a-work-c55467873ec70e670484
work-c55467873ec70e670484,combat,2,0.86,ev-batch-002-a-work-c55467873ec70e670484
