position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"1","work-7b585d506d99db4d83cb","７０億の針","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ７０億の針; Rakuten product=https://books.rakuten.co.jp/rb/5904245/","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-019\frozen-work-set.csv","70억 개의 바늘 만화 리뷰;나나쥬오쿠노 하리 리뷰","https://bookmeter.com/search?keyword=%EF%BC%97%EF%BC%90%E5%84%84%E3%81%AE%E9%87%9D;https://reviewne.jp/contents?query=%EF%BC%97%EF%BC%90%E5%84%84%E3%81%AE%E9%87%9D"
"2","work-7b68ef4142fd6b797629","ダメな私に恋してください","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ダメな私に恋してください; Rakuten product=https://books.rakuten.co.jp/rb/12382643/","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-019\frozen-work-set.csv","못난 나에게 사랑을 주세요 만화 리뷰;다메나 와타시니 코이시테 쿠다사이 리뷰","https://bookmeter.com/search?keyword=%E3%83%80%E3%83%A1%E3%81%AA%E7%A7%81%E3%81%AB%E6%81%8B%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84;https://reviewne.jp/contents?query=%E3%83%80%E3%83%A1%E3%81%AA%E7%A7%81%E3%81%AB%E6%81%8B%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84"
"3","work-7b903ecc2ff94b465cf9","ブスに花束を。","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ブスに花束を。; Rakuten product=https://books.rakuten.co.jp/rb/14427600/","https://tsugimanga.jp/winner/2019/comics","2019-08-22","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-019\frozen-work-set.csv","못난이에게 꽃다발을 만화 리뷰;부스니 하나타바오 리뷰","https://bookmeter.com/search?keyword=%E3%83%96%E3%82%B9%E3%81%AB%E8%8A%B1%E6%9D%9F%E3%82%92%E3%80%82;https://reviewne.jp/contents?query=%E3%83%96%E3%82%B9%E3%81%AB%E8%8A%B1%E6%9D%9F%E3%82%92%E3%80%82"
"4","work-7bb576492f3b9329e6ee","創世のタイガ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 創世のタイガ; Rakuten product=https://books.rakuten.co.jp/rb/15065240/","https://tsugimanga.jp/winner/2019/comics","2019-08-22","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-019\frozen-work-set.csv","창세의 타이가 만화 리뷰;소세이노 타이가 리뷰","https://bookmeter.com/search?keyword=%E5%89%B5%E4%B8%96%E3%81%AE%E3%82%BF%E3%82%A4%E3%82%AC;https://reviewne.jp/contents?query=%E5%89%B5%E4%B8%96%E3%81%AE%E3%82%BF%E3%82%A4%E3%82%AC"
"5","work-7bc312490676870399a5","前略・ミルクハウス","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 前略・ミルクハウス; Rakuten product=https://books.rakuten.co.jp/rb/379860/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","1985","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-019\frozen-work-set.csv","전략 밀크하우스 만화 리뷰;젠랴쿠 밀크하우스 리뷰","https://bookmeter.com/search?keyword=%E5%89%8D%E7%95%A5%E3%83%BB%E3%83%9F%E3%83%AB%E3%82%AF%E3%83%8F%E3%82%A6%E3%82%B9;https://reviewne.jp/contents?query=%E5%89%8D%E7%95%A5%E3%83%BB%E3%83%9F%E3%83%AB%E3%82%AF%E3%83%8F%E3%82%A6%E3%82%B9"
"6","work-7bc72d4f5ffcc9630504","ＫＡＴＡＮＡ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ＫＡＴＡＮＡ; Rakuten product=https://books.rakuten.co.jp/rb/4125329/","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-019\frozen-work-set.csv","카타나 만화 리뷰;KATANA 리뷰","https://bookmeter.com/search?keyword=%EF%BC%AB%EF%BC%A1%EF%BC%B4%EF%BC%A1%EF%BC%AE%EF%BC%A1;https://reviewne.jp/contents?query=%EF%BC%AB%EF%BC%A1%EF%BC%B4%EF%BC%A1%EF%BC%AE%EF%BC%A1"
"7","work-7bd1f7da470021b08956","パティスリーMON","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for パティスリーMON; Rakuten product=https://books.rakuten.co.jp/rb/4173056/","https://www.mangataisho.com/archives/2008.html","2008","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-019\frozen-work-set.csv","파티스리 몽 만화 리뷰;파티스리 몽 리뷰","https://bookmeter.com/search?keyword=%E3%83%91%E3%83%86%E3%82%A3%E3%82%B9%E3%83%AA%E3%83%BCMON;https://reviewne.jp/contents?query=%E3%83%91%E3%83%86%E3%82%A3%E3%82%B9%E3%83%AA%E3%83%BCMON"
"8","work-7c5bcbd3edfb1772b18c","31歳BLマンガ家が婚活するとこうなる","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 31歳BLマンガ家が婚活するとこうなる; Rakuten product=https://books.rakuten.co.jp/rb/11914160/","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-019\frozen-work-set.csv","31세 BL 만화가가 결혼활동하면 이렇게 된다 만화 리뷰;31세 BL 만화가 혼활 리뷰","https://bookmeter.com/search?keyword=31%E6%AD%B3BL%E3%83%9E%E3%83%B3%E3%82%AC%E5%AE%B6%E3%81%8C%E5%A9%9A%E6%B4%BB%E3%81%99%E3%82%8B%E3%81%A8%E3%81%93%E3%81%86%E3%81%AA%E3%82%8B;https://reviewne.jp/contents?query=31%E6%AD%B3BL%E3%83%9E%E3%83%B3%E3%82%AC%E5%AE%B6%E3%81%8C%E5%A9%9A%E6%B4%BB%E3%81%99%E3%82%8B%E3%81%A8%E3%81%93%E3%81%86%E3%81%AA%E3%82%8B"
"9","work-7c72ec74e8e6d188177a","最近雇ったメイドが怪しい","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 最近雇ったメイドが怪しい; Rakuten product=https://books.rakuten.co.jp/rb/16254228/","https://tsugimanga.jp/winner/2020/comics","2020-08-19","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-019\frozen-work-set.csv","최근 고용한 메이드가 수상하다 만화 리뷰;사이킨 얏타 메이도가 아야시이 리뷰","https://bookmeter.com/search?keyword=%E6%9C%80%E8%BF%91%E9%9B%87%E3%81%A3%E3%81%9F%E3%83%A1%E3%82%A4%E3%83%89%E3%81%8C%E6%80%AA%E3%81%97%E3%81%84;https://reviewne.jp/contents?query=%E6%9C%80%E8%BF%91%E9%9B%87%E3%81%A3%E3%81%9F%E3%83%A1%E3%82%A4%E3%83%89%E3%81%8C%E6%80%AA%E3%81%97%E3%81%84"
"10","work-7c9fcfd8776115f6154c","となりの８０１ちゃん","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for となりの８０１ちゃん; Rakuten product=https://books.rakuten.co.jp/rb/5440279/","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-019\frozen-work-set.csv","옆자리 801짱 만화 리뷰;토나리노 야오이짱 리뷰","https://bookmeter.com/search?keyword=%E3%81%A8%E3%81%AA%E3%82%8A%E3%81%AE%EF%BC%98%EF%BC%90%EF%BC%91%E3%81%A1%E3%82%83%E3%82%93;https://reviewne.jp/contents?query=%E3%81%A8%E3%81%AA%E3%82%8A%E3%81%AE%EF%BC%98%EF%BC%90%EF%BC%91%E3%81%A1%E3%82%83%E3%82%93"
