position,workId,canonicalTitle
1,work-7b585d506d99db4d83cb,７０億の針
2,work-7b68ef4142fd6b797629,ダメな私に恋してください
3,work-7b903ecc2ff94b465cf9,ブスに花束を。
4,work-7bb576492f3b9329e6ee,創世のタイガ
5,work-7bc312490676870399a5,前略・ミルクハウス
6,work-7bc72d4f5ffcc9630504,ＫＡＴＡＮＡ
7,work-7bd1f7da470021b08956,パティスリーMON
8,work-7c5bcbd3edfb1772b18c,31歳BLマンガ家が婚活するとこうなる
9,work-7c72ec74e8e6d188177a,最近雇ったメイドが怪しい
10,work-7c9fcfd8776115f6154c,となりの８０１ちゃん
11,work-7ca6955ae7fb52cbaaae,SCATTER
12,work-7cdb366e7d6858c2f244,かしこくて勇気ある子ども
13,work-7cf559b22e6d36a4c8b3,ムカンノテイオー
14,work-7d4713147b1de577d668,出禁のモグラ
15,work-7d4917f6ae6ac8be16c0,特攻の島
16,work-7db69a2d438752c429cc,真コール！
17,work-7e1f2df06bb18b2015ad,ギャラクシー銀座
18,work-7e4e16a2a053e095c90f,ドリーム☆ジャンボ☆ガール
19,work-7e72bc605eebca48aa3d,四谷区花園町
20,work-7f4aa427ab301afccc53,ぢごぷり
21,work-7f8a1d182035e7fa9b48,ぽんこつポン子
22,work-7f8d584b383ab15f1422,ナチュン
23,work-7fd1bdfb4056a9bab95a,それでも歩は寄せてくる
24,work-7fd53aa3074613979204,ビューティフルピープル・パーフェクトワールド
25,work-7fe0dd636f0116c25203,パート怪人悪キューレ
26,work-7fe5550c8648537ac790,くおんの森
27,work-80586e266d394e376d1b,ななどなどなど
28,work-806ff9309e80488fb804,星の案内人
29,work-80e097bc189aec3797e5,映画大好きポンポさん
30,work-81cf263857ea33845b28,セキセイインコ
31,work-8213f6affb514f8e1bb5,ブラックチャンネル
32,work-836070f506081517dd6f,もぐささん
33,work-8368b177b7f729f782ee,クーベルチュール
34,work-83f2749f9ddd11dcd0b9,乙女怪獣キャラメリゼ
35,work-84070fd0173ebdabff01,メロポンだし！
36,work-840bbd96d501a3a8fee9,ハツカネズミの時間
37,work-840f12a844b6b1afd2f7,数学ガール
38,work-844804b4c1c1b08e2bb2,花と奥たん
39,work-84617ede2e93418cd161,夏雪ランデブー
40,work-847978afd758665173db,みんな！エスパーだよ！
41,work-84886f5e93fc9ecfc512,イエスタデイをうたって
42,work-84c97edfd513b78e016d,極東ネクロマンス
43,work-84e96db05b0cced09cae,光速シスター
44,work-84fa0be5101ebfc384f8,胸が鳴るのは君のせい
45,work-85537f2c2ef9b2234110,寄宿学校のジュリエット
46,work-8560165a6f5cae8bba3d,川柳少女
47,work-859d4aeed35dd1da425c,めしばな刑事タチバナ
48,work-85b317656a71eac9e542,あしたの弱音
49,work-8643e71c4c56213ee9d0,神のみぞ知るセカイ
50,work-866779a026c8fd05f656,しょんぼり温泉
