workId,axisId,state,value,confidence,refs,observation,limitation
work-0029e59a039dce3f6e74,artRealism,known,2,0.82,"reader-step-05;reader-step-08;reader-step-11","Faces and eyes use clear manga stylization while bodies props interiors and the outdoor setting retain coherent proportions and spatial construction.","Only six readable pages from three early volume-one contexts were reviewed; later visual changes were not assessed."
work-0029e59a039dce3f6e74,artDensity,known,2,0.88,"reader-step-05;reader-step-08;reader-step-11","Detailed night and forest rendering alternates with open dialogue panels and broad black or white fields so the complete sample matches balanced density anchor 2.","The decision covers six official volume-one pages across three contexts and does not generalize beyond them."
work-0029e59a039dce3f6e74,visualSoftness,known,3,0.78,"reader-step-05;reader-step-08;reader-step-11","Smooth facial contours fine hair lines and polished eye rendering make the dialogue spreads soft while the injury spread adds rough texture without dominating the sample.","The sample contains both polished character close-ups and one gritty scene so the upper-softness anchor is not fully sustained."
work-0029e59a039dce3f6e74,motionImpact,unknown,,,"reader-step-05;reader-step-08;reader-step-11","The selected official spreads were inspected but do not contain an exact bounded continuous action sequence.","No start-development-impact-end sequence was available; isolated poses and panel changes cannot support a numeric value."
work-048a39f42bd18cb0823e,artRealism,unknown,,,"official-catalog-inaccessible;vol1-ISBN-9784344809437;pages=0;contexts=0","No readable official internal page sample was available for the frozen original volume-one edition.","The official catalog returned HTTP 403 and the remaster edition was not treated as an edition bridge; unknown does not imply a low value."
work-048a39f42bd18cb0823e,artDensity,unknown,,,"official-catalog-inaccessible;vol1-ISBN-9784344809437;pages=0;contexts=0","No readable official internal page sample was available for the frozen original volume-one edition.","The official catalog returned HTTP 403 and the remaster edition was not treated as an edition bridge; unknown does not imply a low value."
work-048a39f42bd18cb0823e,visualSoftness,unknown,,,"official-catalog-inaccessible;vol1-ISBN-9784344809437;pages=0;contexts=0","No readable official internal page sample was available for the frozen original volume-one edition.","The official catalog returned HTTP 403 and the remaster edition was not treated as an edition bridge; unknown does not imply a low value."
work-048a39f42bd18cb0823e,motionImpact,unknown,,,"official-catalog-inaccessible;vol1-ISBN-9784344809437;pages=0;contexts=0","No readable official internal page sample or continuous action sequence was available for the frozen original volume-one edition.","The official catalog returned HTTP 403 and the remaster edition was not treated as an edition bridge; unknown does not imply a low value."
work-04f35b4c99514d50231d,artRealism,unknown,,,"official-search-no-result;vol1-ISBN-9784592143512;pages=0;contexts=0","No readable official internal page sample was exposed for the frozen original volume-one edition.","The official title search returned no result and distributor previews were excluded; unknown does not imply a low value."
work-04f35b4c99514d50231d,artDensity,unknown,,,"official-search-no-result;vol1-ISBN-9784592143512;pages=0;contexts=0","No readable official internal page sample was exposed for the frozen original volume-one edition.","The official title search returned no result and distributor previews were excluded; unknown does not imply a low value."
work-04f35b4c99514d50231d,visualSoftness,unknown,,,"official-search-no-result;vol1-ISBN-9784592143512;pages=0;contexts=0","No readable official internal page sample was exposed for the frozen original volume-one edition.","The official title search returned no result and distributor previews were excluded; unknown does not imply a low value."
work-04f35b4c99514d50231d,motionImpact,unknown,,,"official-search-no-result;vol1-ISBN-9784592143512;pages=0;contexts=0","No readable official internal page sample or continuous action sequence was exposed for the frozen original volume-one edition.","The official title search returned no result and distributor previews were excluded; unknown does not imply a low value."
work-064c0062e7a8e29cfbed,artRealism,known,2,0.88,"reader-step-05;reader-step-12;reader-step-19(p065-p066)","Credible body proportions hands and urban perspective coexist with visibly simplified faces and standard commercial manga anatomy which matches ordinary stylization anchor 2.","The decision is bounded to six official early volume-one pages and does not establish later-volume consistency."
work-064c0062e7a8e29cfbed,artDensity,known,2,0.87,"reader-step-05;reader-step-12;reader-step-19(p065-p066)","Rendered streets interiors and the action spread are balanced by large open fields clean gutters and simple close-ups which matches balanced density anchor 2.","The action spread is locally dense but does not make high density persistent across all three sampled contexts."
work-064c0062e7a8e29cfbed,visualSoftness,known,2,0.79,"reader-step-05;reader-step-12;reader-step-19(p065-p066)","Clean controlled contours alternate with angular faces hard black fields and sharp speed-line construction resulting in a neutral overall treatment.","The small sample spans quiet dialogue and one action sequence; neither consistently rough nor consistently soft rendering dominates."
work-064c0062e7a8e29cfbed,motionImpact,known,3,0.91,"reader-step-19(p065-p066)","Printed pages 65 to 66 preserve the wind-up release trajectory head impact and immediate aftermath with strong speed arcs and directional emphasis placing the sequence between anchors 2 and 4.","The value applies only to this exact bounded official volume-one sequence and is not inferred from isolated poses or the work genre."
work-07faf4019b12de5e877d,artRealism,unknown,,,"official-product-only;vol1-ISBN-9784575848106;pages=0;contexts=0","The exact official volume-one product was resolved but it exposed no readable internal page sample.","The generic platform link did not establish a work-specific edition bridge; unknown does not imply a low value."
work-07faf4019b12de5e877d,artDensity,unknown,,,"official-product-only;vol1-ISBN-9784575848106;pages=0;contexts=0","The exact official volume-one product was resolved but it exposed no readable internal page sample.","The generic platform link did not establish a work-specific edition bridge; unknown does not imply a low value."
work-07faf4019b12de5e877d,visualSoftness,unknown,,,"official-product-only;vol1-ISBN-9784575848106;pages=0;contexts=0","The exact official volume-one product was resolved but it exposed no readable internal page sample.","The generic platform link did not establish a work-specific edition bridge; unknown does not imply a low value."
work-07faf4019b12de5e877d,motionImpact,unknown,,,"official-product-only;vol1-ISBN-9784575848106;pages=0;contexts=0","The exact official volume-one product was resolved but it exposed no readable internal page sample or continuous action sequence.","The generic platform link did not establish a work-specific edition bridge; unknown does not imply a low value."
work-131ba7a362fa9e38a10a,artRealism,known,1,0.88,"reader-step-05;reader-step-08;reader-step-12","Chibi bodies oversized heads elastic faces and abrupt scale changes are repeatedly combined with simplified but recognizable people and settings.","The value describes three comedy-oriented early volume-one contexts and does not assert that every later scene uses the same deformation."
work-131ba7a362fa9e38a10a,artDensity,known,3,0.84,"reader-step-05;reader-step-08;reader-step-12","Crowded panel layouts layered dialogue dense reaction marks speed fields and environmental cues keep information above the balanced anchor across all three spreads.","Line and background detail are not uniformly maximal; much of the high density comes from panels effects and information."
