position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"1","work-fca82c83835eeacce10c","KAPPEI","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for KAPPEI; Rakuten product=https://books.rakuten.co.jp/rb/11604188/","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-030\frozen-work-set.csv","캇페이 만화 리뷰;캇페이 리뷰","https://bookmeter.com/search?keyword=KAPPEI;https://reviewne.jp/contents?query=KAPPEI"
"2","work-fcf4a94b4002d5d88acb","セトウツミ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for セトウツミ; Rakuten product=https://books.rakuten.co.jp/rb/12550117/","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-030\frozen-work-set.csv","세토우츠미 만화 리뷰;세토 우츠미 리뷰","https://bookmeter.com/search?keyword=%E3%82%BB%E3%83%88%E3%82%A6%E3%83%84%E3%83%9F;https://reviewne.jp/contents?query=%E3%82%BB%E3%83%88%E3%82%A6%E3%83%84%E3%83%9F"
"3","work-fd190ce315fa4370c231","野田ともうします。","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 野田ともうします。; Rakuten product=https://books.rakuten.co.jp/rb/6106826/","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-030\frozen-work-set.csv","노다라고 합니다 만화 리뷰;노다토 모우시마스 리뷰","https://bookmeter.com/search?keyword=%E9%87%8E%E7%94%B0%E3%81%A8%E3%82%82%E3%81%86%E3%81%97%E3%81%BE%E3%81%99%E3%80%82;https://reviewne.jp/contents?query=%E9%87%8E%E7%94%B0%E3%81%A8%E3%82%82%E3%81%86%E3%81%97%E3%81%BE%E3%81%99%E3%80%82"
"4","work-fd370d007a92cf6dd555","すごいスマホ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for すごいスマホ; Rakuten product=https://books.rakuten.co.jp/rb/17232468/","https://tsugimanga.jp/winner/2022/comics","2022-08-31","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-030\frozen-work-set.csv","대단한 스마트폰 만화 리뷰;스고이 스마트폰 리뷰","https://bookmeter.com/search?keyword=%E3%81%99%E3%81%94%E3%81%84%E3%82%B9%E3%83%9E%E3%83%9B;https://reviewne.jp/contents?query=%E3%81%99%E3%81%94%E3%81%84%E3%82%B9%E3%83%9E%E3%83%9B"
"5","work-fd37656c6eb89e1b49aa","ジーンブライド","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ジーンブライド; Rakuten product=https://books.rakuten.co.jp/rb/16878001/","https://sugoiweb.jp/column/4772/","2022-12-12","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-030\frozen-work-set.csv","진 브라이드 만화 리뷰;진브라이드 리뷰","https://bookmeter.com/search?keyword=%E3%82%B8%E3%83%BC%E3%83%B3%E3%83%96%E3%83%A9%E3%82%A4%E3%83%89;https://reviewne.jp/contents?query=%E3%82%B8%E3%83%BC%E3%83%B3%E3%83%96%E3%83%A9%E3%82%A4%E3%83%89"
"6","work-fd47a8534bdee3a0181e","ぷにるはかわいいスライム","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ぷにるはかわいいスライム; Rakuten product=https://books.rakuten.co.jp/rb/17156950/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2024","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-030\frozen-work-set.csv","푸니르는 귀여운 슬라임 만화 리뷰;푸니루와 카와이이 슬라임 리뷰","https://bookmeter.com/search?keyword=%E3%81%B7%E3%81%AB%E3%82%8B%E3%81%AF%E3%81%8B%E3%82%8F%E3%81%84%E3%81%84%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0;https://reviewne.jp/contents?query=%E3%81%B7%E3%81%AB%E3%82%8B%E3%81%AF%E3%81%8B%E3%82%8F%E3%81%84%E3%81%84%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0"
"7","work-fd5df88c9820bb00bb1f","ヒトヒトリフタリ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ヒトヒトリフタリ; Rakuten product=https://books.rakuten.co.jp/rb/11509366/","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-030\frozen-work-set.csv","히토히토리후타리 만화 리뷰;한 사람 두 사람 리뷰","https://bookmeter.com/search?keyword=%E3%83%92%E3%83%88%E3%83%92%E3%83%88%E3%83%AA%E3%83%95%E3%82%BF%E3%83%AA;https://reviewne.jp/contents?query=%E3%83%92%E3%83%88%E3%83%92%E3%83%88%E3%83%AA%E3%83%95%E3%82%BF%E3%83%AA"
"8","work-fd6e70a72344e8a3ef3b","星屑ニーナ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 星屑ニーナ; Rakuten product=https://books.rakuten.co.jp/rb/6872954/","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-030\frozen-work-set.csv","별가루 니나 만화 리뷰;호시쿠즈 니나 리뷰","https://bookmeter.com/search?keyword=%E6%98%9F%E5%B1%91%E3%83%8B%E3%83%BC%E3%83%8A;https://reviewne.jp/contents?query=%E6%98%9F%E5%B1%91%E3%83%8B%E3%83%BC%E3%83%8A"
"9","work-fe36cd3eb836d1655a94","青のフラッグ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 青のフラッグ; Rakuten product=https://books.rakuten.co.jp/rb/14710395/","https://www.honyaclub.com/shop/pages/osusumecomic2018.aspx?affiliate=osusumec18","2018","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-030\frozen-work-set.csv","푸른 깃발 만화 리뷰;아오노 후랏구 리뷰","https://bookmeter.com/search?keyword=%E9%9D%92%E3%81%AE%E3%83%95%E3%83%A9%E3%83%83%E3%82%B0;https://reviewne.jp/contents?query=%E9%9D%92%E3%81%AE%E3%83%95%E3%83%A9%E3%83%83%E3%82%B0"
"10","work-fed2192d8e8359ba3ed4","竜の学校は山の上","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 竜の学校は山の上; Rakuten product=https://books.rakuten.co.jp/rb/7000593/","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-030\frozen-work-set.csv","용의 학교는 산 위 만화 리뷰;류노 가코와 야마노 우에 리뷰","https://bookmeter.com/search?keyword=%E7%AB%9C%E3%81%AE%E5%AD%A6%E6%A0%A1%E3%81%AF%E5%B1%B1%E3%81%AE%E4%B8%8A;https://reviewne.jp/contents?query=%E7%AB%9C%E3%81%AE%E5%AD%A6%E6%A0%A1%E3%81%AF%E5%B1%B1%E3%81%AE%E4%B8%8A"
