position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
1,work-553a5452dad416fd8800,中春こまわり君,comedy;sliceOfLife,workplace:2:0.76,2,2,0,2,2,2,4,2,2,2,2,0,2,0.82,Rakuten Books representative volume 1 product — 中春こまわり君,https://books.rakuten.co.jp/rb/5962639/,2010,2026-08-26,https://note.com/murehousedesu/n/n715bd687839;https://www.sukinakoto.jp/2022/06/abnormal-boy.html,,중춘 코마와리군 만화 리뷰;중춘 코마와리군 1권 후기;중춘 코마와리군 감상,공식 Rakuten 1권으로 판본을 고정하고 초반 1~3권 범위를 대조했다. 일본 note와 독립 만화 블로그는 38세가 된 전직 소년경찰관이 아내와 아들을 둔 샐러리맨으로 살며 직장 갈등과 현실적 생활 문제 및 숨은 과거·범죄를 마주하고도 옛 개그 체질로 버티는 후일담이라고 설명한다. 이 반복되는 회사·생활 문제와 비밀 에피소드에 근거해 progression=2; problemSolving=2; strategy=0; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=2; comedy=2; darkness=2; mentalStress=2; romance=0; emotionalWarmth=2로 보수 매핑했다. 한국어 작품명 검색(중춘 코마와리군 만화 리뷰;중춘 코마와리군 1권 후기;중춘 코마와리군 감상)은 수행했으나 조건에 맞는 직접 한국 커뮤니티 리뷰 본문은 찾지 못했다. Art는 optional이라 분석하지 않았다.
2,work-5546d6a69fb258a943c2,坊主DAYS,comedy;sliceOfLife,workplace:2:0.78,2,2,0,2,2,4,2,2,2,2,2,0,2,0.82,Rakuten Books representative volume 1 product — 坊主DAYS,https://books.rakuten.co.jp/rb/6243117/,2010,2026-08-26,https://booklive.jp/review/list/title_id/31070/vol_no/001;https://honto.jp/ebook/pdseries-review_06C-MBJ-20088-5-178845X.html,,보즈 데이즈 만화 리뷰;보즈 데이즈 1권 후기;보즈데이즈 감상,공식 Rakuten 1권과 초반 1~3권 직접 본문을 대조했다. 일본 BookLive와 honto 독자 리뷰는 절에서 생활하는 저자 가족과 수행승의 수련 일과 및 선종 규칙·불교 지식·장례 예절을 실제 에피소드로 설명하는 코믹 에세이라고 반복한다. 업무로서의 승려 수련과 절의 생활 규칙이 중심이므로 progression=2; problemSolving=2; strategy=0; pacing=2; mysteryReveal=2; worldBuilding=4; characterArcWeight=2; relationshipStructure=2; comedy=2; darkness=2; mentalStress=2; romance=0; emotionalWarmth=2로 매핑했다. 한국어 작품명 검색(보즈 데이즈 만화 리뷰;보즈 데이즈 1권 후기;보즈데이즈 감상)은 수행했으나 직접 한국 커뮤니티 리뷰 본문은 확인하지 못했다. Art는 optional이다.
3,work-555bfdff9e7e5e6c8d11,銀のニーナ,sliceOfLife,foundFamily:2:0.90,2,2,0,2,0,2,4,4,2,0,0,0,4,0.86,Rakuten Books representative volume 1 product — 銀のニーナ,https://books.rakuten.co.jp/rb/11913960/,2014,2026-08-26,https://booklive.jp/review/list/title_id/219186/vol_no/001;https://www.cmoa.jp/title/customer_review/title_id/72445/?site_kbn=1,,은빛 니나 만화 리뷰;은빛 니나 1권 후기;긴노 니나 만화 감상,공식 Rakuten 1권과 초반 1~3권 BookLive·Cmoa 직접 리뷰를 확인했다. 실직해 시골로 돌아온 27세 삼촌과 핀란드계 10세 조카가 함께 살며 평범한 생활 속에서 서로와 주변 가족을 변화시키는 느린 일상극이고 독자들은 ほのぼの·癒やし·家族愛·스트레스 없는 분위기를 반복해 평가한다. 이 근거로 progression=2; problemSolving=2; strategy=0; pacing=2; mysteryReveal=0; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=2; darkness=0; mentalStress=0; romance=0; emotionalWarmth=4를 매핑했다. 삼촌과 조카가 새 동거 가족 단위를 만들고 유대가 핵심 보상이므로 foundFamily:2를 사용했다. 한국어 작품명 검색(은빛 니나 만화 리뷰;은빛 니나 1권 후기;긴노 니나 만화 감상)은 수행했으나 조건에 맞는 직접 한국 커뮤니티 리뷰 본문은 없었다. Art는 optional이다.
4,work-5577e7229dee82594d6c,千と万,sliceOfLife,foundFamily:2:0.86,2,2,0,2,0,0,4,2,2,2,2,0,4,0.84,Rakuten Books representative volume 1 product — 千と万,https://books.rakuten.co.jp/rb/12326460/,2014,2026-08-26,https://ameblo.jp/zazanoblog/entry-11897572184.html;https://ghostbps.wordpress.com/2013/06/27/%E7%9C%81%E7%95%A5%E3%81%A7%E3%81%8D%E3%81%AA%E3%81%84%E3%81%93%E3%81%A8%E3%81%AB%E6%8C%91%E3%82%80-%E2%94%80-%E9%96%A2%E8%B0%B7%E3%81%82%E3%81%95%E3%81%BF-%E3%80%8E%E5%8D%83%E3%81%A8%E4%B8%87%E3%80%8F,,천과 만 만화 리뷰;천과 만 1권 후기;센토와 만 만화 감상,공식 Rakuten 1권과 초반 1~3권 Ameblo·Ghost BPS 직접 리뷰를 대조했다. 아버지 치히로와 중학생 딸 시만이 단둘이 생활하며 직장과 학교에서 말하지 못한 본심을 부딪치고 유대가 깊어지는 여름부터 겨울까지의 쇼트 일상극이다. 리뷰는 단편형 구성과 クスっと 웃기는 부녀 대화 및 편안한 행복감을 명시한다. 이 근거로 progression=2; problemSolving=2; strategy=0; pacing=2; mysteryReveal=0; worldBuilding=0; characterArcWeight=4; relationshipStructure=2; comedy=2; darkness=2; mentalStress=2; romance=0; emotionalWarmth=4를 매핑했고 부모와 자녀의 지속적 동거 유대를 foundFamily:2로 기록했다. 한국어 작품명 검색(천과 만 만화 리뷰;천과 만 1권 후기;센토와 만 만화 감상)은 수행했으나 직접 한국 커뮤니티 본문은 찾지 못했다. Art는 optional이다.
5,work-5579a3b5321f874d6c14,たとえとどかぬ糸だとしても,romance;sliceOfLife,school:1:0.78,2,2,0,2,0,0,4,2,unknown,2,2,4,2,0.82,Rakuten Books representative volume 1 product — たとえとどかぬ糸だとしても,https://books.rakuten.co.jp/rb/14895167/,2017-08-23,2026-08-26,https://tomta.hatenablog.com/entry/2017/05/31/230852;https://www.cmoa.jp/title/130348/,https://ridibooks.com/event/19496?page=15,닿지 않는 실이라 해도 만화 리뷰;닿지 않는 실이라 해도 1권 후기;설령 닿지 않는 실이라 해도 만화 감상,공식 Rakuten 1권과 초반 1~3권의 일본 Hatena·Cmoa 직접 리뷰 및 한국 RIDI 작품 소개 본문을 대조했다. 평범한 고교생 우타가 오빠의 아내인 카오루에게 품은 이루어지지 않는 사랑을 숨긴 채 세 사람이 동거하고 친구에게 상담한다. 일본 리뷰는 가족을 깨지 않으려 감정을 정리하는 대응과 외로움 및 가슴 아픈 망설임을 설명하고 RIDI 한국어 본문도 이루기 어려운 사랑과 가슴앓이를 직접 서술한다. 고교 생활과 친구 관계가 반복되는 배경이므로 school:1을 부여하고 progression=2; problemSolving=2; strategy=0; pacing=2; mysteryReveal=0; worldBuilding=0; characterArcWeight=4; relationshipStructure=2; darkness=2; mentalStress=2; romance=4; emotionalWarmth=2로 보수 매핑했다. 한국어 작품명 검색(닿지 않는 실이라 해도 만화 리뷰;닿지 않는 실이라 해도 1권 후기;설령 닿지 않는 실이라 해도 만화 감상)은 수행했고 RIDI 직접 본문을 유지했다. Art는 optional이다.
6,work-55e3193c95b2f4c2e944,紺田照の合法レシピ,comedy,cooking:2:0.90,2,4,2,4,0,2,4,2,4,2,2,0,2,0.86,Rakuten Books representative volume 1 product — 紺田照の合法レシピ,https://books.rakuten.co.jp/rb/13593028/,2017-08-23,2026-08-26,https://booklive.jp/review/list/title_id/60003543/vol_no/001;https://www.cmoa.jp/title/110888/,,콘다 테루의 합법 레시피 만화 리뷰;콘다 테루의 합법 레시피 1권 후기;콘다 테루 만화 감상,공식 Rakuten 1권과 초반 1~3권 BookLive·Cmoa 직접 본문을 확인했다. 고교생이자 야쿠자 견습인 콘다가 총격·항쟁 같은 사건에서 재료와 조리법을 연상해 요리로 상황을 풀고 식사 장면의 슈르한 상상과 대사가 반복되는 요리 개그극이다. 리뷰는 조리 과학과 구체적 재료 및 인간 드라마도 함께 언급한다. 이 근거로 progression=2; problemSolving=4; strategy=2; pacing=4; mysteryReveal=0; worldBuilding=2; characterArcWeight=4; relationshipStructure=2; comedy=4; darkness=2; mentalStress=2; romance=0; emotionalWarmth=2를 매핑하고 cooking:2를 유지했다. 한국어 작품명 검색(콘다 테루의 합법 레시피 만화 리뷰;콘다 테루의 합법 레시피 1권 후기;콘다 테루 만화 감상)은 수행했으나 직접 한국 커뮤니티 리뷰 본문은 확인하지 못했다. Art는 optional이다.
7,work-5625fc2de8c5a33e98b2,可愛いだけじゃない式守さん,romance,school:2:0.82,2,2,0,4,unknown,unknown,4,2,unknown,unknown,2,4,4,0.82,Rakuten Books representative volume 1 product — 可愛いだけじゃない式守さん,https://books.rakuten.co.jp/rb/15862307/,2020,2026-08-26,https://note.com/fancy_thyme8332/n/nfda6234932c7,https://sentouisuzu.tistory.com/429,귀엽기만 한 게 아닌 시키모리 양 만화 리뷰;시키모리 양 1권 후기;귀엽기만 한 게 아닌 시키모리 양 첫화 감상,공식 Rakuten 1권과 초반 1~3권 또는 첫 주요 에피소드 범위의 일본 Note·한국 Tistory 직접 본문을 대조했다. 불운한 남자친구의 사고와 과거 트라우마를 시키모리가 보호하고 두 사람이 학교에서 짧은 사건들을 함께 넘기는 밝은 연애 코미디다. 보호 행동과 학교 에피소드에는 짧은 문제 대응은 있으나 장기 전략이나 추리 구조는 없어 progression=2; problemSolving=2; strategy=0; pacing=4; characterArcWeight=4; relationshipStructure=2; mentalStress=2; romance=4; emotionalWarmth=4를 기록했다. 한국어 작품명 검색(귀엽기만 한 게 아닌 시키모리 양 만화 리뷰;시키모리 양 1권 후기;귀엽기만 한 게 아닌 시키모리 양 첫화 감상)은 수행했고 Tistory 직접 본문을 유지했다. Art는 optional이다.
8,work-56cfe3f157c6da083f35,人は見た目が100パーセント,comedy;sliceOfLife,workplace:2:0.82,2,2,2,2,0,2,2,2,4,0,0,0,2,0.84,Rakuten Books representative volume 1 product — 人は見た目が100パーセント,https://books.rakuten.co.jp/rb/12811335/,2015,2026-08-26,https://www.cmoa.jp/title/80785/vol/1/,https://m.yes24.com/Goods/Review/119584292,사람은 겉모습이 100퍼센트 만화 리뷰;사람은 겉모습이 100퍼센트 1권 후기;히토와 미타메가 햐쿠퍼센토 만화 감상,공식 Rakuten 1권과 초반 1~3권 Cmoa 직접 리뷰 및 한국 YES24 1권 리뷰 본문을 대조했다. 제지회사 연구원 세 명이 퇴근 뒤 유행하는 화장·패션을 매회 연구하고 시행착오로 해결하는 직장 코미디다. 공식 작품 소개는 ‘미’를 특별 연구하는 실험 개시를 말하고 일본 독자들은 무악의 자기비하와 슈르한 시도를 웃음으로 평가한다. 이 근거로 progression=2; problemSolving=2; strategy=2; pacing=2; mysteryReveal=0; worldBuilding=2; characterArcWeight=2; relationshipStructure=2; comedy=4; darkness=0; mentalStress=0; romance=0; emotionalWarmth=2를 매핑하고 workplace:2를 유지했다. 한국어 작품명 검색(사람은 겉모습이 100퍼센트 만화 리뷰;사람은 겉모습이 100퍼센트 1권 후기;히토와 미타메가 햐쿠퍼센토 만화 감상)은 수행했고 YES24 직접 본문을 유지했다. Art는 optional이다.
9,work-56e45e2dd0d00d5f24a8,ブランクスペース,scienceFiction;mystery,school:2:0.82;investigation:1:0.70,2,2,unknown,2,unknown,2,4,2,2,2,2,unknown,2,0.84,Rakuten Books representative volume 1 product — ブランクスペース,https://books.rakuten.co.jp/rb/16544436/,2021-12-07,2026-08-26,https://bambam-comic.com/brancspace-1/;https://www.cmoa.jp/title/215918/;https://booklive.jp/review/list/title_id/897725/vol_no/001,,블랭크 스페이스 만화 리뷰;블랭크 스페이스 1권 후기;블랭크 스페이스 감상,공식 Rakuten 1권과 초반 1권의 Bambam·Cmoa·BookLive 직접 본문을 대조했다. 여자고교생 쇼코가 같은 반 스이의 보이지 않는 물체 생성 능력을 알게 되고 두 사람의 우정이 학교생활과 왕따·고립 문제를 지나 ‘공백’의 불안한 비밀로 확장되는 SF 미스터리다. 리뷰는 투명 우산 같은 능력 규칙과 친구를 구하려는 대응 및 밝은 유머가 점차 불온한 긴장으로 바뀌는 과정을 직접 설명한다. 이 근거로 progression=2; problemSolving=2; pacing=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=2; comedy=2; darkness=2; mentalStress=2; emotionalWarmth=2를 매핑했다. school:2는 반복되는 고교 생활이고 investigation:1은 친구의 능력과 왕따 원인을 따라가는 보조 구조다. 한국어 작품명 검색(블랭크 스페이스 만화 리뷰;블랭크 스페이스 1권 후기;블랭크 스페이스 감상)은 수행했으나 직접 한국 커뮤니티 리뷰 본문은 없었다. Art는 optional이다.
10,work-5702b6d631ece35b62ea,「壇蜜」,comedy;sliceOfLife;romance,workplace:1:0.64,4,2,0,4,4,2,4,2,4,2,2,4,4,0.86,Kodansha Morning official promo + Rakuten Books representative volume 1 product — 「壇蜜」,https://books.rakuten.co.jp/rb/18243027/,2026,2026-08-26,https://ameblo.jp/manga-himetaro/entry-12922557115.html;https://ameblo.jp/sayu04-dokusho/entry-12918352979.html;https://yoko-enda-manga.hatenadiary.jp/entry/2025/07/29/221010,,단미츠 만화 리뷰;단미츠 1권 후기;단미츠 단행본 감상,공식 Kodansha Morning 소개와 Rakuten 1권으로 작품 및 초반 1~3권 범위를 고정하고 일본 Ameblo 두 편과 Hatena 직접 리뷰를 대조했다. 공식 문구는 ‘남편에서 아내로 향한 잠입 취재 기록’으로 두 사람의 만남과 결혼 진실을 그린다고 설명한다. 독립 리뷰들은 첫 만남의 즉석 프로포즈와 별거 결혼 생활 및 가족 인사에 더해 산탄총 면허·해부 경험·부패 시체 냄새 재현·동물·괴기 현상을 매우 웃기고 불가해한 에피소드로 기록한다. 관계와 직업 세계를 오가는 실제 사건 진행에 근거해 progression=4; problemSolving=2; strategy=0; pacing=4; mysteryReveal=4; worldBuilding=2; characterArcWeight=4; relationshipStructure=2; comedy=4; darkness=2; mentalStress=2; romance=4; emotionalWarmth=4로 매핑하고 workplace:1을 보조 Theme로 두었다. 한국어 작품명 검색(단미츠 만화 리뷰;단미츠 1권 후기;단미츠 단행본 감상)은 수행했으나 직접 한국 커뮤니티 리뷰 본문은 확인하지 못했다. Art는 optional이다.
