position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"1","work-553a5452dad416fd8800","中春こまわり君","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 中春こまわり君; Rakuten product=https://books.rakuten.co.jp/rb/5962639/","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-016\frozen-work-set.csv","중춘 코마와리군 만화 리뷰;나카하루 코마와리군 리뷰","https://bookmeter.com/search?keyword=%E4%B8%AD%E6%98%A5%E3%81%93%E3%81%BE%E3%82%8F%E3%82%8A%E5%90%9B;https://reviewne.jp/contents?query=%E4%B8%AD%E6%98%A5%E3%81%93%E3%81%BE%E3%82%8F%E3%82%8A%E5%90%9B"
"2","work-5546d6a69fb258a943c2","坊主DAYS","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 坊主DAYS; Rakuten product=https://books.rakuten.co.jp/rb/6243117/","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-016\frozen-work-set.csv","보즈 데이즈 만화 리뷰;보즈데이즈 리뷰","https://bookmeter.com/search?keyword=%E5%9D%8A%E4%B8%BBDAYS;https://reviewne.jp/contents?query=%E5%9D%8A%E4%B8%BBDAYS"
"3","work-555bfdff9e7e5e6c8d11","銀のニーナ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 銀のニーナ; Rakuten product=https://books.rakuten.co.jp/rb/11913960/","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-016\frozen-work-set.csv","은빛 니나 만화 리뷰;긴노 니나 리뷰","https://bookmeter.com/search?keyword=%E9%8A%80%E3%81%AE%E3%83%8B%E3%83%BC%E3%83%8A;https://reviewne.jp/contents?query=%E9%8A%80%E3%81%AE%E3%83%8B%E3%83%BC%E3%83%8A"
"4","work-5577e7229dee82594d6c","千と万","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 千と万; Rakuten product=https://books.rakuten.co.jp/rb/12326460/","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-016\frozen-work-set.csv","천과 만 만화 리뷰;센토 만 리뷰","https://bookmeter.com/search?keyword=%E5%8D%83%E3%81%A8%E4%B8%87;https://reviewne.jp/contents?query=%E5%8D%83%E3%81%A8%E4%B8%87"
"5","work-5579a3b5321f874d6c14","たとえとどかぬ糸だとしても","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for たとえとどかぬ糸だとしても; Rakuten product=https://books.rakuten.co.jp/rb/14895167/","https://tsugimanga.jp/winner/2017/comics","2017-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-016\frozen-work-set.csv","닿지 않는 실이라 해도 만화 리뷰;타토에 토도카누 이토다토시테모 리뷰","https://bookmeter.com/search?keyword=%E3%81%9F%E3%81%A8%E3%81%88%E3%81%A8%E3%81%A9%E3%81%8B%E3%81%AC%E7%B3%B8%E3%81%A0%E3%81%A8%E3%81%97%E3%81%A6%E3%82%82;https://reviewne.jp/contents?query=%E3%81%9F%E3%81%A8%E3%81%88%E3%81%A8%E3%81%A9%E3%81%8B%E3%81%AC%E7%B3%B8%E3%81%A0%E3%81%A8%E3%81%97%E3%81%A6%E3%82%82"
"6","work-55e3193c95b2f4c2e944","紺田照の合法レシピ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 紺田照の合法レシピ; Rakuten product=https://books.rakuten.co.jp/rb/13593028/","https://tsugimanga.jp/winner/2017/comics","2017-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-016\frozen-work-set.csv","콘다 테루의 합법 레시피 만화 리뷰;콘다 테루 리뷰","https://bookmeter.com/search?keyword=%E7%B4%BA%E7%94%B0%E7%85%A7%E3%81%AE%E5%90%88%E6%B3%95%E3%83%AC%E3%82%B7%E3%83%94;https://reviewne.jp/contents?query=%E7%B4%BA%E7%94%B0%E7%85%A7%E3%81%AE%E5%90%88%E6%B3%95%E3%83%AC%E3%82%B7%E3%83%94"
"7","work-5625fc2de8c5a33e98b2","可愛いだけじゃない式守さん","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 可愛いだけじゃない式守さん; Rakuten product=https://books.rakuten.co.jp/rb/15862307/","https://hon-hikidashi.jp/event/105418/","2020","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-016\frozen-work-set.csv","귀엽기만 한 게 아닌 시키모리 양 만화 리뷰;시키모리 양 리뷰","https://bookmeter.com/search?keyword=%E5%8F%AF%E6%84%9B%E3%81%84%E3%81%A0%E3%81%91%E3%81%98%E3%82%83%E3%81%AA%E3%81%84%E5%BC%8F%E5%AE%88%E3%81%95%E3%82%93;https://reviewne.jp/contents?query=%E5%8F%AF%E6%84%9B%E3%81%84%E3%81%A0%E3%81%91%E3%81%98%E3%82%83%E3%81%AA%E3%81%84%E5%BC%8F%E5%AE%88%E3%81%95%E3%82%93"
"8","work-56cfe3f157c6da083f35","人は見た目が100パーセント","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 人は見た目が100パーセント; Rakuten product=https://books.rakuten.co.jp/rb/12811335/","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-016\frozen-work-set.csv","사람은 겉모습이 100퍼센트 만화 리뷰;히토와 미타메가 햐쿠퍼센토 리뷰","https://bookmeter.com/search?keyword=%E4%BA%BA%E3%81%AF%E8%A6%8B%E3%81%9F%E7%9B%AE%E3%81%8C100%E3%83%91%E3%83%BC%E3%82%BB%E3%83%B3%E3%83%88;https://reviewne.jp/contents?query=%E4%BA%BA%E3%81%AF%E8%A6%8B%E3%81%9F%E7%9B%AE%E3%81%8C100%E3%83%91%E3%83%BC%E3%82%BB%E3%83%B3%E3%83%88"
"9","work-56e45e2dd0d00d5f24a8","ブランクスペース","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ブランクスペース; Rakuten product=https://books.rakuten.co.jp/rb/16544436/","https://sugoiweb.jp/column/4815/","2021-12-07","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-016\frozen-work-set.csv","블랭크 스페이스 만화 리뷰;블랭크스페이스 리뷰","https://bookmeter.com/search?keyword=%E3%83%96%E3%83%A9%E3%83%B3%E3%82%AF%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9;https://reviewne.jp/contents?query=%E3%83%96%E3%83%A9%E3%83%B3%E3%82%AF%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9"
"10","work-5702b6d631ece35b62ea","「壇蜜」","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 「壇蜜」; Rakuten product=https://books.rakuten.co.jp/rb/18243027/","https://www.mangataisho.com/","2026","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-016\frozen-work-set.csv","단미츠 만화 리뷰;단미츠 만화 리뷰","https://bookmeter.com/search?keyword=%E3%80%8C%E5%A3%87%E8%9C%9C%E3%80%8D;https://reviewne.jp/contents?query=%E3%80%8C%E5%A3%87%E8%9C%9C%E3%80%8D"
