position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
1,work-5f4e7613821fb55ebb37,ワイルドライフ,sliceOfLife,workplace:1:0.75,2,2,2,2,2,2,4,2,2,2,2,unknown,4,0.84,Rakuten Books representative volume 1 product — ワイルドライフ,https://books.rakuten.co.jp/rb/1550394/,2005,2026-08-26,https://booklive.jp/review/list/title_id/183207/vol_no/001?spoiler=1,,와일드 라이프 만화 리뷰;와일드라이프 리뷰,"초반 1권 범위. 공식 Rakuten Books 상품(https://books.rakuten.co.jp/rb/1550394/)은 판본을 확인하는 서지 근거로만 사용했다. BookLive 1권 본문은 공원에서 학대받는 강아지를 구한 뒤 절대음감으로 심장 이상을 알아채고 수의사 수술을 도우며 목표가 없던 철생이 수의사를 결심한다고 적는다. 같은 본문 감정 태그는 웃김·힐링·감동을 명시한다. 따라서 progression=2와 characterArcWeight=4는 목표 변화에, problemSolving=2와 mysteryReveal=2는 심장음 진단 및 수술 조력에, strategy=2는 진료 판단 과정에, pacing=2는 한 사건에서 진로 결심으로의 변화에, worldBuilding=2는 동물병원·수의학 배경에, relationshipStructure=2는 철생·수의사·강아지 관계에, comedy=2와 emotionalWarmth=4는 리뷰 태그와 구조 장면에, darkness=2와 mentalStress=2는 학대 및 생명 위기에 각각 연결된다. romance는 근거가 없어 unknown으로 유지했다. 한국어 query(와일드 라이프 만화 리뷰;와일드라이프 리뷰)를 검색했지만 직접 본문은 없었다. Art is optional. Conservative mappings: progression=2;problemSolving=2;strategy=2;pacing=2;mysteryReveal=2;worldBuilding=2;characterArcWeight=4;relationshipStructure=2;comedy=2;darkness=2;mentalStress=2;romance=unknown;emotionalWarmth=4."
2,work-5f888deab71daaa322dc,美しいこと,sliceOfLife,school:2:0.85,2,2,2,2,2,2,4,4,0,2,4,unknown,4,0.86,Rakuten Books representative volume 1 product — 美しいこと,https://books.rakuten.co.jp/rb/5806748/,2009,2026-08-26,https://www.asahi-net.or.jp/~ug5k-tki/comic/comic60.html;https://ckworks.jp/comicdash/series/24739,,아름다운 것 만화 리뷰;우츠쿠시이 코토 리뷰,"초반 단권 범위. 공식 Rakuten Books 상품(https://books.rakuten.co.jp/rb/5806748/)은 橋本みつる Wings Comics 판본을 확인하는 공식 상품·홍보 문구 근거로 사용했다. 일본 독자 리뷰 본문(https://www.asahi-net.or.jp/~ug5k-tki/comic/comic60.html)은 학교생활에서 소외된 미나코와 초능력 전학생 야이, 시각장애 학생 모모를 둘러싼 납치 계획이 사회적 위선과 관계 회복으로 전환되고 마음이 따뜻해지는 이야기라고 직접 설명한다. CKWorks 작품별 소유자 본문(https://ckworks.jp/comicdash/series/24739)은 섬세한 감정과 소녀소설 같은 결을 확인한다. Conservative mappings: progression=2; problemSolving=2; strategy=2; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=0; darkness=2; mentalStress=4; emotionalWarmth=4. romance는 직접 중심 근거가 없어 unknown이다. 한국어 query(아름다운 것 만화 리뷰;우츠쿠시이 코토 리뷰;아름다운 것 만화 리뷰 하시모토 미츠루)를 검색했으나 관련 직접 본문 URL은 확인하지 못했다. Art is optional."
3,work-5fbe9161a398e544a4dc,たそがれたかこ,sliceOfLife,workplace:1:0.82,2,2,unknown,2,unknown,2,4,4,2,4,4,2,4,0.86,Rakuten Books representative volume 1 product — たそがれたかこ,https://books.rakuten.co.jp/rb/12689727/,2015,2026-08-26,https://www.cmoa.jp/title/customer_review/title_id/86327/;https://www.cmoa.jp/title/86327/;https://manba.co.jp/boards/26174/books/1;https://reviewne.jp/reviews/26930,,황혼 타카코 만화 리뷰;타소가레 타카코 리뷰;황혼의 타카코 만화 감상,"초반 1권 범위. 공식 Rakuten Books 상품(https://books.rakuten.co.jp/rb/12689727/)은 이혼한 45세 타카코가 고령 어머니와 살며 직원식당에서 일하고 강가에서 새로운 사람을 만난다는 공식 상품 설명을 확인했다. 일본 Cmoa 독자 리뷰 본문(https://www.cmoa.jp/title/customer_review/title_id/86327/;https://www.cmoa.jp/title/86327/)은 극적인 영웅담 대신 딸의 문제·어머니의 돌봄·이혼 후 고립을 안고 주인공이 조금씩 움직이며 음악과 동료를 통해 삶을 다시 여는 현실적 감상을 남긴다. Manba와 Reviewne 직접 본문(https://manba.co.jp/boards/26174/books/1;https://reviewne.jp/reviews/26930)은 라디오와 음악가를 계기로 감정과 관계가 변하는 1권 범위를 보강한다. Conservative mappings: progression=2; problemSolving=2; pacing=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=2; darkness=4; mentalStress=4; romance=2; emotionalWarmth=4. strategy와 mysteryReveal은 직접 기준이 없어 unknown이다. 한국어 query(황혼 타카코 만화 리뷰;타소가레 타카코 리뷰;황혼의 타카코 만화 감상)를 검색했으나 관련 직접 본문 URL은 확인하지 못했다. Art is optional."
4,work-5fc6b29f8e4455352ccf,上野さんは不器用,comedy;romance,school:2:0.90,0,2,2,0,unknown,2,2,2,4,unknown,2,4,unknown,0.80,Rakuten Books representative volume 1 product — 上野さんは不器用,https://books.rakuten.co.jp/rb/14394290/,2017-08-23,2026-08-26,https://www.nenzop.net/entry/comic_review-uenosan_ha_bukiyou,,우에노 선배는 서투르다 만화 리뷰;우에노상와 부키요 리뷰,"초반 1권 범위. 공식 Rakuten Books 상품(https://books.rakuten.co.jp/rb/14394290/)은 판본 확인에만 사용했다. NENZOP의 1권 직접 리뷰(https://www.nenzop.net/entry/comic_review-uenosan_ha_bukiyou)는 중학교 과학실에서 발명품으로 타나카에게 다가가는 1화 완결 구조이며 발명이 역으로 이용되어 우에노가 부끄러워지는 원패턴이라고 설명한다. 이 본문에 따라 progression=0과 pacing=0은 1화 완결·원패턴 반복에, problemSolving=2와 strategy=2는 발명품을 이용한 단기 고백 시도와 대응에, worldBuilding=2는 중학교 과학실·발명 설정에, characterArcWeight=2는 사건보다 반복되는 우에노의 반응에, relationshipStructure=2는 우에노와 타나카의 고정 관계에, comedy=4는 발명품과 오치가 매회 개그 핵심이라는 관찰에, mentalStress=2는 고백 실패와 당황에, romance=4는 타나카에게 고백하려는 일방적 연애가 중심이라는 관찰에 각각 연결했다. mysteryReveal와 darkness와 emotionalWarmth는 직접 기준이 없어 unknown이다. 한국어 query(우에노 선배는 서투르다 만화 리뷰;우에노상와 부키요 리뷰)를 검색했지만 직접 본문은 없었다. Art is optional. Conservative mappings: progression=0;problemSolving=2;strategy=2;pacing=0;mysteryReveal=unknown;worldBuilding=2;characterArcWeight=2;relationshipStructure=2;comedy=4;darkness=unknown;mentalStress=2;romance=4;emotionalWarmth=unknown."
5,work-6051ddc30fbd59c21ed3,パパがも一度恋をした,comedy;romance,foundFamily:2:0.90,2,2,unknown,2,2,2,4,4,4,2,4,4,4,0.88,Rakuten Books representative volume 1 product — パパがも一度恋をした,https://books.rakuten.co.jp/rb/6272721/,2011,2026-08-26,https://www.cmoa.jp/title/90759/;https://booklive.jp/review/list/title_id/305190/vol_no/001,,아빠가 다시 한 번 사랑에 빠졌다 만화 리뷰;파파가 모이치도 코이오 시타 리뷰;아빠가 다시 사랑에 빠졌다 만화,"초반 1권 범위. 공식 Rakuten Books 상품(https://books.rakuten.co.jp/rb/6272721/)은 아내의 죽음 뒤 3년 은둔한 아버지와 중년 남성 모습으로 돌아온 아내, 딸·조부가 다시 가족이 되는 초현실적 설정과 웃음·눈물의 상품 문구를 확인했다. Cmoa와 BookLive 직접 독자 본문(https://www.cmoa.jp/title/90759/;https://booklive.jp/review/list/title_id/305190/vol_no/001)은 완전한 개그처럼 시작해도 부부·부녀의 사랑과 가족 수용에서 울게 되는 따뜻한 반응, 귀환한 아내의 외형을 받아들이는 장면을 반복해서 언급한다. foundFamily는 혈연 가족이 상실 뒤 재결합하고 서로를 돌보는 중심 갈등이라는 뜻으로 보수적으로 centrality 2를 부여했다. Conservative mappings: progression=2; problemSolving=2; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=4; darkness=2; mentalStress=4; romance=4; emotionalWarmth=4. strategy는 직접 기준이 없어 unknown이다. 한국어 query(아빠가 다시 한 번 사랑에 빠졌다 만화 리뷰;파파가 모이치도 코이오 시타 리뷰;아빠가 다시 사랑에 빠졌다 만화)를 검색했으나 관련 직접 본문 URL은 확인하지 못했다. Art is optional."
6,work-6083dc87d385741c9e90,ドラゴン、家を買う。,fantasy;comedy,adventure:2:0.90;crafting:1:0.70,2,2,2,2,unknown,2,2,2,4,2,2,unknown,4,0.85,Rakuten Books representative volume 1 product — ドラゴン、家を買う。,https://books.rakuten.co.jp/rb/15006015/,2018,2026-08-26,https://booklive.jp/review/list/title_id/450728/vol_no/001,https://m.yes24.com/Goods/Review/87661320,"드래곤, 집을 사다 만화 리뷰;도라곤 이에오 카우 리뷰","초반 1~3권 범위. 공식 Rakuten Books 상품(https://books.rakuten.co.jp/rb/15006015/)은 판본 확인에만 사용했다. BookLive 1권 직접 본문(https://booklive.jp/review/list/title_id/450728/vol_no/001)은 약한 드래곤 레티가 추방된 뒤 안전한 집을 찾는 여행을 시작하고 엘프 디아리아가 건축·부동산으로 돕는다고 설명하며 종족이 다양한 판타지 세계와 기본 호평·개그를 적는다. 한국 Yes24 3권 독자 본문(https://m.yes24.com/Goods/Review/87661320)은 1권부터 3권까지 읽었고 레티가 심약하며 디아리아와 부모 같은 관계라고 평가하면서 집 찾기와 소소한 코미디·힐링을 관찰한다. 따라서 progression=2는 느린 성장과 집 찾기 지속에, problemSolving=2와 strategy=2는 매물 탐색·방어 및 주거 계획에, pacing=2는 반복되는 집 보기 에피소드에, worldBuilding=2는 엘프·드워프·고블린 종족 설정에, characterArcWeight=2는 레티의 심약함과 조금씩의 성장에, relationshipStructure=2는 레티와 디아리아의 고정 동행에, comedy=4는 공식 리뷰의 호통·개그와 한국 리뷰의 소소한 웃음에, darkness=2와 mentalStress=2는 추방·사냥꾼 위험과 레티의 공포에, emotionalWarmth=4는 힐링·응원 감상에 연결했다. mysteryReveal와 romance는 직접 기준이 없어 unknown이다. 한국어 query(드래곤, 집을 사다 만화 리뷰;도라곤 이에오 카우 리뷰)를 사용했고 직접 3권 리뷰 본문을 확보했다. Art is optional. Conservative mappings: progression=2;problemSolving=2;strategy=2;pacing=2;mysteryReveal=unknown;worldBuilding=2;characterArcWeight=2;relationshipStructure=2;comedy=4;darkness=2;mentalStress=2;romance=unknown;emotionalWarmth=4."
7,work-60f1c8ea2e940287be9d,薄命少女,comedy;sliceOfLife,school:2:0.90,4,2,unknown,2,unknown,2,4,2,4,4,4,unknown,4,0.84,Rakuten Books representative volume 1 product — 薄命少女,https://books.rakuten.co.jp/rb/6483884/,2011,2026-08-26,https://ebookstore.sony.jp/review/title/10317952/id/LT000087534000717672/,,박명 소녀 만화 리뷰;하쿠메이 쇼조 리뷰,"초반 1권 범위. 공식 Rakuten Books 상품(https://books.rakuten.co.jp/rb/6483884/)은 서지 확인에만 사용했다. Sony Reader의 1권 리뷰 본문(https://ebookstore.sony.jp/review/title/10317952/id/LT000087534000717672/)은 1년 시한부 선고를 받은 딸이 고등학교 생활을 보내는 4컷 학원물이며 고뇌와 갈등을 견디면서도 웃긴 이야기를 지속하고 남은 시간이 다가올수록 시리어스 비중이 커진다고 구체적으로 적는다. 따라서 progression=4와 pacing=2는 남은 시간이 진행되고 4컷 안에서도 이야기가 전진한다는 관찰에, problemSolving=2는 고뇌와 갈등에 맞서 학교생활을 이어가는 직접 행동에, worldBuilding=2는 고등학교 학원 배경에, characterArcWeight=4는 시한부 딸의 감정 변화와 삶의 진행에, relationshipStructure=2는 딸과 가족·학교 주변의 고정 관계에, comedy=4는 높은 개그 감각과 웃기는 에피소드에, darkness=4와 mentalStress=4는 생명에 관한 병과 남은 시간 및 지속되는 고뇌에, emotionalWarmth=4는 위로하고 감동시키는 독자 반응에 연결했다. strategy와 mysteryReveal와 romance는 직접 기준이 없어 unknown이다. 한국어 query(박명 소녀 만화 리뷰;하쿠메이 쇼조 리뷰)를 검색했지만 직접 본문은 없었다. Art is optional. Conservative mappings: progression=4;problemSolving=2;strategy=unknown;pacing=2;mysteryReveal=unknown;worldBuilding=2;characterArcWeight=4;relationshipStructure=2;comedy=4;darkness=4;mentalStress=4;romance=unknown;emotionalWarmth=4."
8,work-612b36fefaba0783ebc9,デストロイアンドレボリューション,action;scienceFiction,politics:2:0.80,2,2,2,2,4,2,4,4,unknown,4,4,unknown,2,0.84,Rakuten Books representative volume 1 product — デストロイアンドレボリューション,https://books.rakuten.co.jp/rb/11124018/,2012,2026-08-26,https://nakano-laboratory.hatenablog.com/entry/2014/10/23/103747,,디스트로이 앤 레볼루션 만화 리뷰;데스토로이 안도 레보류숀 리뷰,"초반 1권 범위. 공식 Rakuten Books 상품(https://books.rakuten.co.jp/rb/11124018/)은 판본 확인에만 사용했다. 나카노 실험실의 1권 직접 감상(https://nakano-laboratory.hatenablog.com/entry/2014/10/23/103747)은 학생 마코토가 능력을 얻고 유우키와 비밀을 공유하며 할머니의 죽음과 테러리스트라는 선택에 직면하는 과정을 1권 단위로 설명한다. 이 본문에 따라 progression=2는 능력 획득 후 목표가 생기는 초기 변화에, problemSolving=2와 strategy=2는 능력의 비밀과 유우키의 단기 계획에, pacing=2는 각성·상실·선택으로 이어지는 도입 전개에, mysteryReveal=4는 숨겨진 능력과 그 공개가 주요 보상인 점에, worldBuilding=2는 초능력과 현실 사회의 결합 설정에, characterArcWeight=4는 마코토의 혼란과 결단 변화에, relationshipStructure=4는 마코토·유우키·할머니 관계에, darkness=4와 mentalStress=4는 죽음·테러 위협과 비밀 부담에, emotionalWarmth=2는 두 친구의 유대에 연결했다. comedy와 romance는 직접 기준이 없어 unknown이다. 한국어 query(디스트로이 앤 레볼루션 만화 리뷰;데스토로이 안도 레보류숀 리뷰)를 검색했지만 직접 본문은 없었다. Art is optional. Conservative mappings: progression=2;problemSolving=2;strategy=2;pacing=2;mysteryReveal=4;worldBuilding=2;characterArcWeight=4;relationshipStructure=4;comedy=unknown;darkness=4;mentalStress=4;romance=unknown;emotionalWarmth=2."
9,work-622381212123640cb5de,愛を喰らえ!!,romance,workplace:2:0.90,2,2,unknown,2,2,2,4,4,unknown,4,4,4,2,0.86,Rakuten Books representative volume 1 product — 愛を喰らえ!!,https://books.rakuten.co.jp/rb/12504627/,2014,2026-08-26,https://note.com/orokamen_note/n/n57356cbdebc7,,사랑을 먹어치워라 만화 리뷰;아이오 쿠라에 리뷰,"초반 단권 범위. 공식 Rakuten Books 상품(https://books.rakuten.co.jp/rb/12504627/)은 서지 확인에만 사용했다. 오로카멘의 작품별 독립 감상(https://note.com/orokamen_note/n/n57356cbdebc7)은 제1화의 아버지 성폭력 이후 백화가 풍속업에 종사하고 사랑과 성이 어긋나는 여성들의 심리를 다루며 첫 장면 뒤에도 사람들의 간극을 메우려는 이야기가 계속된다고 구체화한다. 따라서 progression=2는 상처 속에서 삶과 관계를 이어가려는 흐름에, problemSolving=2는 간극을 메우려는 직접 행동에, pacing=2는 제1화가 서막이고 단권 안에서 관계가 이어지는 구조에, mysteryReveal=2는 아버지 배신과 내면 진실의 단계적 공개에, worldBuilding=2는 풍속업 현장과 그 노동 관계에, characterArcWeight=4는 백화와 여성들의 깊은 심리 묘사에, relationshipStructure=4는 아버지·동료 여성·남성 고객과의 다중 관계에, darkness=4와 mentalStress=4는 성폭력 기억·증오·지속적인 심리 소모에, romance=4는 사랑을 갈구하면서도 성행위와 사랑이 어긋나는 관계가 중심이라는 관찰에, emotionalWarmth=2는 구원과 행복을 묻는 희미한 희망에 연결했다. strategy와 comedy는 직접 기준이 없어 unknown이다. 한국어 query(사랑을 먹어치워라 만화 리뷰;아이오 쿠라에 리뷰)를 검색했지만 직접 본문은 없었다. Art is optional. Conservative mappings: progression=2;problemSolving=2;strategy=unknown;pacing=2;mysteryReveal=2;worldBuilding=2;characterArcWeight=4;relationshipStructure=4;comedy=unknown;darkness=4;mentalStress=4;romance=4;emotionalWarmth=2."
10,work-62289f61b425590d3f4e,殺風ガール,comedy,,unknown,unknown,unknown,2,unknown,unknown,2,2,4,unknown,unknown,unknown,2,0.76,Rakuten Books representative volume 1 product — 殺風ガール,https://books.rakuten.co.jp/rb/12199628/,2014,2026-08-26,https://honto.jp/ebook/pd-review_0626160981.html;https://www.kinokuniya.co.jp/f/dsg-01-9784047288133,,삭풍 걸 만화 리뷰;삿푸 가루 리뷰,"초반 단권 범위. 공식 Rakuten Books 상품(https://books.rakuten.co.jp/rb/12199628/)은 真田順子의 Harta Comics와 밝고 에너지 넘치며 약간 에치한 상품 홍보 문구를 확인했다. Honto 직접 독자 리뷰 본문(https://honto.jp/ebook/pd-review_0626160981.html)은 여러 단편의 모음, 다양한 얼굴의 귀여운 여성, 밝은 이야기와 마지막 웃음, 좋은 템포를 반복해 설명한다. Kinokuniya 상품 페이지에 삽입된 Bookmeter 독자 본문(https://www.kinokuniya.co.jp/f/dsg-01-9784047288133)은 단편집과 귀여운 소녀·자매 캐릭터, 읽으면 힘이 나는 감상을 보강한다. Conservative mappings: pacing=2; characterArcWeight=2; relationshipStructure=2; comedy=4; emotionalWarmth=2. 한국어 query(삭풍 걸 만화 리뷰;삿푸 가루 리뷰)를 검색했으나 관련 직접 본문 URL은 확인하지 못했다. 단편마다 소재·관계가 달라 작품 전체를 관통하는 legal Theme를 하나로 특정할 수 없어 FACTOR_MODEL_INCOMPATIBLE 후보로 pending 유지한다. Art is optional."
