position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"1","work-5f4e7613821fb55ebb37","ワイルドライフ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ワイルドライフ; Rakuten product=https://books.rakuten.co.jp/rb/1550394/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2005","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-017\frozen-work-set.csv","와일드 라이프 만화 리뷰;와일드라이프 리뷰","https://bookmeter.com/search?keyword=%E3%83%AF%E3%82%A4%E3%83%AB%E3%83%89%E3%83%A9%E3%82%A4%E3%83%95;https://reviewne.jp/contents?query=%E3%83%AF%E3%82%A4%E3%83%AB%E3%83%89%E3%83%A9%E3%82%A4%E3%83%95"
"2","work-5f888deab71daaa322dc","美しいこと","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 美しいこと; Rakuten product=https://books.rakuten.co.jp/rb/5806748/","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-017\frozen-work-set.csv","아름다운 것 만화 리뷰;우츠쿠시이 코토 리뷰","https://bookmeter.com/search?keyword=%E7%BE%8E%E3%81%97%E3%81%84%E3%81%93%E3%81%A8;https://reviewne.jp/contents?query=%E7%BE%8E%E3%81%97%E3%81%84%E3%81%93%E3%81%A8"
"3","work-5fbe9161a398e544a4dc","たそがれたかこ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for たそがれたかこ; Rakuten product=https://books.rakuten.co.jp/rb/12689727/","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-017\frozen-work-set.csv","황혼 타카코 만화 리뷰;타소가레 타카코 리뷰","https://bookmeter.com/search?keyword=%E3%81%9F%E3%81%9D%E3%81%8C%E3%82%8C%E3%81%9F%E3%81%8B%E3%81%93;https://reviewne.jp/contents?query=%E3%81%9F%E3%81%9D%E3%81%8C%E3%82%8C%E3%81%9F%E3%81%8B%E3%81%93"
"4","work-5fc6b29f8e4455352ccf","上野さんは不器用","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 上野さんは不器用; Rakuten product=https://books.rakuten.co.jp/rb/14394290/","https://tsugimanga.jp/winner/2017/comics","2017-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-017\frozen-work-set.csv","우에노 선배는 서투르다 만화 리뷰;우에노상와 부키요 리뷰","https://bookmeter.com/search?keyword=%E4%B8%8A%E9%87%8E%E3%81%95%E3%82%93%E3%81%AF%E4%B8%8D%E5%99%A8%E7%94%A8;https://reviewne.jp/contents?query=%E4%B8%8A%E9%87%8E%E3%81%95%E3%82%93%E3%81%AF%E4%B8%8D%E5%99%A8%E7%94%A8"
"5","work-6051ddc30fbd59c21ed3","パパがも一度恋をした","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for パパがも一度恋をした; Rakuten product=https://books.rakuten.co.jp/rb/6272721/","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-017\frozen-work-set.csv","아빠가 다시 한 번 사랑에 빠졌다 만화 리뷰;파파가 모이치도 코이오 시타 리뷰","https://bookmeter.com/search?keyword=%E3%83%91%E3%83%91%E3%81%8C%E3%82%82%E4%B8%80%E5%BA%A6%E6%81%8B%E3%82%92%E3%81%97%E3%81%9F;https://reviewne.jp/contents?query=%E3%83%91%E3%83%91%E3%81%8C%E3%82%82%E4%B8%80%E5%BA%A6%E6%81%8B%E3%82%92%E3%81%97%E3%81%9F"
"6","work-6083dc87d385741c9e90","ドラゴン、家を買う。","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ドラゴン、家を買う。; Rakuten product=https://books.rakuten.co.jp/rb/15006015/","https://www.honyaclub.com/shop/pages/osusumecomic2018.aspx?affiliate=osusumec18","2018","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-017\frozen-work-set.csv","드래곤, 집을 사다 만화 리뷰;도라곤 이에오 카우 리뷰","https://bookmeter.com/search?keyword=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%80%81%E5%AE%B6%E3%82%92%E8%B2%B7%E3%81%86%E3%80%82;https://reviewne.jp/contents?query=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%80%81%E5%AE%B6%E3%82%92%E8%B2%B7%E3%81%86%E3%80%82"
"7","work-60f1c8ea2e940287be9d","薄命少女","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 薄命少女; Rakuten product=https://books.rakuten.co.jp/rb/6483884/","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-017\frozen-work-set.csv","박명 소녀 만화 리뷰;하쿠메이 쇼조 리뷰","https://bookmeter.com/search?keyword=%E8%96%84%E5%91%BD%E5%B0%91%E5%A5%B3;https://reviewne.jp/contents?query=%E8%96%84%E5%91%BD%E5%B0%91%E5%A5%B3"
"8","work-612b36fefaba0783ebc9","デストロイアンドレボリューション","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for デストロイアンドレボリューション; Rakuten product=https://books.rakuten.co.jp/rb/11124018/","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-017\frozen-work-set.csv","디스트로이 앤 레볼루션 만화 리뷰;데스토로이 안도 레보류숀 리뷰","https://bookmeter.com/search?keyword=%E3%83%87%E3%82%B9%E3%83%88%E3%83%AD%E3%82%A4%E3%82%A2%E3%83%B3%E3%83%89%E3%83%AC%E3%83%9C%E3%83%AA%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3;https://reviewne.jp/contents?query=%E3%83%87%E3%82%B9%E3%83%88%E3%83%AD%E3%82%A4%E3%82%A2%E3%83%B3%E3%83%89%E3%83%AC%E3%83%9C%E3%83%AA%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3"
"9","work-622381212123640cb5de","愛を喰らえ!!","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 愛を喰らえ!!; Rakuten product=https://books.rakuten.co.jp/rb/12504627/","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-017\frozen-work-set.csv","사랑을 먹어치워라 만화 리뷰;아이오 쿠라에 리뷰","https://bookmeter.com/search?keyword=%E6%84%9B%E3%82%92%E5%96%B0%E3%82%89%E3%81%88!!;https://reviewne.jp/contents?query=%E6%84%9B%E3%82%92%E5%96%B0%E3%82%89%E3%81%88!!"
"10","work-62289f61b425590d3f4e","殺風ガール","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 殺風ガール; Rakuten product=https://books.rakuten.co.jp/rb/12199628/","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-017\frozen-work-set.csv","삭풍 걸 만화 리뷰;삿푸 가루 리뷰","https://bookmeter.com/search?keyword=%E6%AE%BA%E9%A2%A8%E3%82%AC%E3%83%BC%E3%83%AB;https://reviewne.jp/contents?query=%E6%AE%BA%E9%A2%A8%E3%82%AC%E3%83%BC%E3%83%AB"
