workId,axisId,state,value,confidence,refs,observation,limitation
work-23077ad33a2066bef5a6,artRealism,known,2,0.90,reader-step-10;reader-step-14;reader-step-16;reader-step-18;reader-step-20;reader-step-22,Grounded bodies vehicles and rooms coexist with strongly individualized faces and elastic expressions so the sample sits at general stylization,Entry-scope six-page sample only; title face paired with step 10 was excluded and value 3 was rejected because realistic proportion is not consistent across child faces
work-23077ad33a2066bef5a6,artDensity,known,3,0.91,reader-step-10;reader-step-14;reader-step-16;reader-step-18;reader-step-20;reader-step-22,Cars school architecture interiors and group staging carry sustained line and background information above balanced density,Entry-scope six-page sample only; value 4 was rejected because open sky and quiet panels retain substantial breathing room
work-23077ad33a2066bef5a6,visualSoftness,known,2,0.86,reader-step-10;reader-step-14;reader-step-16;reader-step-18;reader-step-20;reader-step-22,Rounded children and watercolor washes are balanced by scratchy expressive marks hard vehicle edges and uneven black ink texture,Entry-scope six-page sample only; Gemini 3 was rejected because soft treatment does not persist through the later monochrome school and car pages
work-23077ad33a2066bef5a6,motionImpact,unknown,,,reader-step-10;reader-step-14;reader-step-16;reader-step-18;reader-step-20;reader-step-22,No exact continuous action sequence was established in the bounded packet,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low
work-2356050c72240569e1c5,artRealism,known,1,0.89,reader-step-09;reader-step-13;reader-step-17;reader-step-21;reader-step-25;reader-step-29,Large round eyes tiny facial features simplified limbs and flat figures dominate across train home and outdoor contexts while coherent posture keeps the sample above endpoint 0,Entry-scope six-page sample only; chapter-title face at step 09 was excluded and Local 3 was rejected because grounded settings do not make the consistently simplified characters realistic
work-2356050c72240569e1c5,artDensity,known,1,0.91,reader-step-09;reader-step-13;reader-step-17;reader-step-21;reader-step-25;reader-step-29,Expansive white fields sparse character panels and economical tone dominate while trains rooms food and the shrine add enough recurring information to remain above endpoint 0,Entry-scope six-page sample only; Local 3 was rejected because layered detail is not sustained across the dialogue domestic and outdoor pages
work-2356050c72240569e1c5,visualSoftness,known,3,0.90,reader-step-09;reader-step-13;reader-step-17;reader-step-21;reader-step-25;reader-step-29,Rounded faces gentle expressions and clean light contours lean soft while thin rigid architecture and plain unmodeled surfaces prevent the polished endpoint,Entry-scope six-page sample only; chapter-title face was excluded and Local 4 was rejected because every context does not support fully soft polished rendering
work-2356050c72240569e1c5,motionImpact,unknown,,,reader-step-09;reader-step-13;reader-step-17;reader-step-21;reader-step-25;reader-step-29,No exact continuous action sequence was established in the bounded packet,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low
work-2c4fe00df5255fc082f9,artRealism,known,2,0.92,reader-value-11;reader-value-15;reader-value-19;reader-value-23;reader-value-27;reader-value-31,Adult anatomy and city or office space are coherent but heroic faces poses effects and silhouettes remain conventionally stylized,Entry-scope six-spread sample only; value 3 was rejected because action exaggeration persists across the dynamic contexts
work-2c4fe00df5255fc082f9,artDensity,known,3,0.93,reader-value-11;reader-value-15;reader-value-19;reader-value-23;reader-value-27;reader-value-31,Urban structures equipment rooms crowd staging effects and hatching repeatedly create above-balanced visual information,Entry-scope six-spread sample only; value 4 was rejected because large figures and effect fields simplify parts of several pages
work-2c4fe00df5255fc082f9,visualSoftness,known,1,0.91,reader-value-11;reader-value-15;reader-value-19;reader-value-23;reader-value-27;reader-value-31,Angular anatomy hard blacks speed marks debris and explosive contrast dominate although quieter office faces prevent the roughest endpoint,Entry-scope six-spread sample only; value 0 was rejected because line finish stays controlled and some character rendering is smooth
work-2c4fe00df5255fc082f9,motionImpact,unknown,,,reader-value-11;reader-value-15;reader-value-19;reader-value-23;reader-value-27;reader-value-31,Isolated action and impacts are visible but no one exact continuous sequence has a fixed beginning development impact and resolved end,Preflight motionGateAttemptable=false; the sampled action begins in progress and cannot support a numeric motion value
work-2d385ad0525742330e70,artRealism,known,3,0.92,reader-page-P0008@IB_TxaSt.jpg;reader-step-11;reader-step-15;reader-step-19;reader-step-23;reader-step-27,Grounded adult anatomy interiors objects and crime staging outweigh the enlarged eyes and selective cute deformation of the heroine,Entry-scope six-page sample only; value 4 was rejected because anime facial construction remains prominent in multiple contexts
