workId,themeId,centrality,confidence,evidenceId
work-0262dcaa820443c3185d,combat,2,0.90,ev-pilot-001-a-work-0262dcaa820443c3185d
work-0262dcaa820443c3185d,politics,1,0.70,ev-pilot-001-a-work-0262dcaa820443c3185d
work-0262dcaa820443c3185d,workplace,2,0.88,ev-pilot-001-a-work-0262dcaa820443c3185d
work-98d513b70560f2f96a38,survival,2,0.94,ev-pilot-001-a-work-98d513b70560f2f96a38
work-98d513b70560f2f96a38,postApocalypse,2,0.92,ev-pilot-001-a-work-98d513b70560f2f96a38
work-f50fa290eb4116a7078e,survival,2,0.86,ev-pilot-001-a-work-f50fa290eb4116a7078e
work-f50fa290eb4116a7078e,investigation,2,0.94,ev-pilot-001-a-work-f50fa290eb4116a7078e
work-a089c0eef91d1213da38,school,1,0.82,ev-pilot-001-a-work-a089c0eef91d1213da38
work-671e3453cf9e1df2ee87,politics,1,0.75,ev-pilot-001-a-work-671e3453cf9e1df2ee87
work-671e3453cf9e1df2ee87,historicalReconstruction,2,0.92,ev-pilot-001-a-work-671e3453cf9e1df2ee87
work-14e489bf1afd1587c44a,sportsCompetition,2,0.94,ev-pilot-001-a-work-14e489bf1afd1587c44a
work-39555fe7402dada0d79f,investigation,2,0.96,ev-pilot-001-a-work-39555fe7402dada0d79f
work-39555fe7402dada0d79f,school,1,0.72,ev-pilot-001-a-work-39555fe7402dada0d79f
work-4a8a22fc766bf9bc4c59,combat,1,0.76,ev-pilot-001-a-work-4a8a22fc766bf9bc4c59
work-4a8a22fc766bf9bc4c59,war,1,0.82,ev-pilot-001-a-work-4a8a22fc766bf9bc4c59
work-4a8a22fc766bf9bc4c59,politics,2,0.90,ev-pilot-001-a-work-4a8a22fc766bf9bc4c59
work-4a8a22fc766bf9bc4c59,timeTravel,2,0.96,ev-pilot-001-a-work-4a8a22fc766bf9bc4c59
