position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
1,work-867422e99320c757a340,かつて魔法少女と悪は敵対していた。,fantasy;romance;comedy,combat:1:0.80,2,2,2,2,0,2,4,2,4,2,0,4,4,0.94,Rakuten Books representative volume 1 product — かつて魔法少女と悪は敵対していた。,https://books.rakuten.co.jp/rb/12818765/,2015,2026-08-26,https://www.cmoa.jp/title/137053/;https://heibon-nikki.com/katutemahousyouzyotoakuhatekitaisiteita/;https://booklive.jp/review/list/title_id/468978/vol_no/001;https://www.mangataisho.com/data/2015/comment2015.pdf,,일찍이 마법소녀와 악은 적대하고 있었다 만화 후기;마법소녀와 악은 적대하고 있었다 원작 만화,"Official volume identity and multiple direct Japanese early-volume reviews agree on a four-panel enemy-to-lovers comedy: the evil lieutenant stages battles while secretly caring for the impoverished magical girl, their distance steadily closes, and the familiar adds darker exploitation that remains comic rather than oppressive. Conservative entry mappings: progression=2; problemSolving=2; strategy=2; pacing=2; mysteryReveal=0; worldBuilding=2; characterArcWeight=4; relationshipStructure=2; comedy=4; darkness=2; mentalStress=0; romance=4; emotionalWarmth=4. Repeated nominal confrontations support combat only as a secondary mechanic. Korean-title searches used the recorded Hangul titles but found no qualifying direct Korean review body. Art is optional and unassessed."
2,work-86bf2f7b461aa59499e9,神さまがまちガえる,scienceFiction;sliceOfLife;mystery,investigation:2:0.96;school:1:0.78,2,4,0,2,4,4,2,4,2,0,0,0,4,0.95,Rakuten Books representative volume 1 product — 神さまがまちガえる,https://books.rakuten.co.jp/rb/17112315/,2023-08-31,2026-08-26,https://lomico.jp/review/1853/;https://booklive.jp/review/list/title_id/20045189/vol_no/001,,신이 틀릴 수 있어 만화 후기;신이 틀릴 수 있어 1권 리뷰,"The official anchor and direct Japanese reviews describe a middle-school boy living with a varied share-house group in a world where temporary reality bugs recur. A researcher observes rather than simply defeats each anomaly, and reviews emphasize intellectual curiosity, strange rules, a relaxed daily rhythm, group reactions, and a warm desire to understand the unknown. Conservative entry mappings: progression=2; problemSolving=4; strategy=0; pacing=2; mysteryReveal=4; worldBuilding=4; characterArcWeight=2; relationshipStructure=4; comedy=2; darkness=0; mentalStress=0; romance=0; emotionalWarmth=4. Investigation is central and school is secondary. Korean-title searches used the recorded Hangul title but found no qualifying direct Korean review body. Art is optional and unassessed."
3,work-86e698f79e20d9caa95a,I.C.U.,horror;mystery,investigation:2:0.96;workplace:2:0.90,2,4,0,2,4,2,2,2,2,4,2,0,2,0.91,Rakuten Books representative volume 1 product — I.C.U.,https://books.rakuten.co.jp/rb/11321867/,2012,2026-08-26,https://booklive.jp/review/list/title_id/258304/vol_no/001;https://www.caspernet.net/~wata/images/20110806_5.jpg/Additions/rc_msx/Others/diary_additions/20050505-2.jpg/Others/images/yarukinashi_banner.jpg/movies/20130818.mp4/?paged=190;https://manga-blog.net/osusume-katariaitai/,,아이씨유 만화 후기;아이씨유 타임 료스케 1권 리뷰,"The official premise and direct Japanese volume-1 reviews consistently identify an imperfect three-person exorcism team: a physicist, a mediumistic girl, and an exorcist who cannot see ghosts. Reviews stress combining incomplete abilities, confronting case-by-case hauntings, competing believer and skeptic viewpoints, genuine scares, and an unusual matter-of-fact supernatural logic. Conservative entry mappings: progression=2; problemSolving=4; strategy=0; pacing=2; mysteryReveal=4; worldBuilding=2; characterArcWeight=2; relationshipStructure=2; comedy=2; darkness=4; mentalStress=2; romance=0; emotionalWarmth=2. Investigation and paid exorcism work are central. Korean-title searches found no qualifying direct Korean body. Art is optional and unassessed."
4,work-86f88e23bba7eaa71afd,黒子のバスケ,sports,school:2:0.98;sportsCompetition:2:0.99;tournament:1:0.84,4,4,2,4,0,2,4,4,2,0,2,0,4,0.97,Rakuten Books representative volume 1 product — 黒子のバスケ,https://books.rakuten.co.jp/rb/6025064/,2010,2026-08-26,https://syoujikimanga.xyz/com/the-basketball-which-kuroko-plays/;https://comicspace.jp/title/65584/review;https://reviewne.jp/contents/4761/reviews;https://review.rakuten.co.jp/item/1/213310_13165215/1.1/,https://mintacat.tistory.com/24,쿠로코의 농구 만화 후기;쿠로코의 농구 1권 리뷰,"Official volume identity plus Japanese manga reviews and a Korean-title community review agree on Kuroko and Kagami building a school team to challenge the Generation of Miracles. Early reviews explicitly mention exploiting opponent weaknesses, complementary light-and-shadow play, tactical passing, frequent matches, rapid team growth, a broad rival network, competitive tension, and strong camaraderie. Conservative entry mappings: progression=4; problemSolving=4; strategy=2; pacing=4; mysteryReveal=0; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=2; darkness=0; mentalStress=2; romance=0; emotionalWarmth=4. School basketball competition is central and tournament structure is secondary. Art is optional and unassessed."
5,work-875336d3e6c905047559,魔王城でおやすみ,comedy;fantasy;sliceOfLife,crafting:2:0.98;dungeon:2:0.94;foundFamily:1:0.82,4,4,0,4,0,4,2,4,4,2,0,0,4,0.97,Rakuten Books representative volume 1 product — 魔王城でおやすみ,https://books.rakuten.co.jp/rb/14394147/,2017-08-23,2026-08-26,https://nobuneko.com/blog/archives/2016/10/manga_sleeping_princess_1.html;https://www.cmoa.jp/title/119799/;https://booklive.jp/review/list/title_id/396514/vol_no/001;https://lomico.jp/review/1405/,,마왕성에서 잘 자요 만화 후기;마왕성에서 잘 자요 1권 리뷰,"Direct Japanese volume-1 reviews repeatedly describe the captive princess turning each sleep problem into a creative acquisition: she hunts materials, crafts bedding, explores the demon castle, dies and is revived, and steadily wins comfort while the demons form an affectionate community around her. Conservative entry mappings: progression=4; problemSolving=4; strategy=0; pacing=4; mysteryReveal=0; worldBuilding=4; characterArcWeight=2; relationshipStructure=4; comedy=4; darkness=2; mentalStress=0; romance=0; emotionalWarmth=4. Crafting and dungeon-like castle exploration are central; found-family warmth is secondary in the entry range. Korean-title searches found no qualifying direct Korean review body. Art is optional and unassessed."
6,work-87d3340aeaccad5f69a6,あじさいタウン,sliceOfLife;scienceFiction;comedy,foundFamily:2:0.91,4,2,2,2,0,2,4,4,2,2,2,0,4,0.92,Rakuten Books representative volume 1 product — あじさいタウン,https://books.rakuten.co.jp/rb/11480388/,2013,2026-08-26,https://note.com/namahage1235/n/n81aaeea39bde;https://ameblo.jp/toaruraitonoberu/entry-11530713775.html;https://shopping.bookoff.co.jp/new/0016781114;https://ameblo.jp/the-yasaka/entry-12797024595.html,,아지사이 타운 만화 후기;수국 타운 일본 만화 리뷰,"Direct Japanese reviews describe a four-member band that includes an extraterrestrial and grows through rehearsals, recording a CD, live performances, contact with other bands, and gaining fans. Reviews call the treatment documentary-like and realistic despite the SF member, emphasize musical unity, difficult family and subculture pressures, comedy, and the urge to support the characters. Conservative entry mappings: progression=4; problemSolving=2; strategy=2; pacing=2; mysteryReveal=0; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=2; darkness=2; mentalStress=2; romance=0; emotionalWarmth=4. The chosen band community supports foundFamily at centrality 2. Korean-title searches found no qualifying direct Korean review body. Art is optional and unassessed."
7,work-88567a8a7b0cacf777c6,ミルモでポン！,fantasy;comedy;romance;sliceOfLife,school:2:0.91,2,2,0,2,0,4,2,4,4,0,0,4,4,0.91,Rakuten Books representative volume 1 product — ミルモでポン！,https://books.rakuten.co.jp/rb/1420575/,2003,2026-08-26,https://manba.co.jp/topics/60407,,미르모 퐁퐁퐁 만화 후기;미르모 퐁퐁퐁 원작 1권 리뷰,"The official first-volume premise and a direct Japanese community review describe schoolgirl Kaede living with the contrary love fairy Mirumo while rival fairies attach themselves to the classmates in her crush network. The community verdict explicitly highlights cuteness and comedy, while the early premise establishes recurring magic complications, school life, multiple linked crushes, and a warm romantic goal. Conservative entry mappings: progression=2; problemSolving=2; strategy=0; pacing=2; mysteryReveal=0; worldBuilding=4; characterArcWeight=2; relationshipStructure=4; comedy=4; darkness=0; mentalStress=0; romance=4; emotionalWarmth=4. School is the central recurring setting. Korean-title searches found no qualifying direct Korean review body. Art is optional and unassessed."
8,work-889bc957a60a0558af22,夏の前日,romance;sliceOfLife,school:2:0.94;workplace:1:0.80,2,0,0,0,0,2,4,2,0,2,4,4,2,0.95,Rakuten Books representative volume 1 product — 夏の前日,https://books.rakuten.co.jp/rb/6314662/,2015,2026-08-26,https://www.cmoa.jp/title/0000059403/;https://honto.jp/ebook/pd-review_0625431496.html;https://hayabike.hatenadiary.org/entry/20100227/p1;https://mangabito27.blog50.fc2.com/blog-entry-217.html,https://blog.aladin.co.kr/717313100/11860028,여름의 전날 만화 후기;여름의 전날 1권 리뷰,"Japanese volume-1 reviews and a Korean first-volume reader post identify a slow adult romance between a struggling art student and an older gallery worker. Reviews emphasize creative anguish, guarded dialogue, physical closeness without emotional alignment, nostalgia, loneliness, and a relationship whose painful destination shadows the opening. Conservative entry mappings: progression=2; problemSolving=0; strategy=0; pacing=0; mysteryReveal=0; worldBuilding=2; characterArcWeight=4; relationshipStructure=2; comedy=0; darkness=2; mentalStress=4; romance=4; emotionalWarmth=2. Art school is central and gallery work secondary. Art is optional and unassessed."
9,work-88a18383d225bfbb8d3c,きのこいぬ,sliceOfLife;fantasy;comedy,foundFamily:2:0.97,2,0,0,0,0,2,4,2,2,2,2,0,4,0.96,Rakuten Books representative volume 1 product — きのこいぬ,https://books.rakuten.co.jp/rb/11353778/,2013,2026-08-26,https://manga.line.me/book/detail?id=B00060069093;https://www.cmoa.jp/title/82294/;https://www.mangataisho.com/data/2013/comment2013.pdf,,버섯 강아지 만화 후기;버섯 강아지 1권 리뷰,"Direct Japanese first-volume and series reviews describe a grieving picture-book author meeting a mushroom dog after his pet's death. Readers repeatedly emphasize the creature's attentive care, the gradual new bond, quiet daily life, modest comedy, grief and loss without sustained threat, tears, healing, and household warmth. Conservative entry mappings: progression=2; problemSolving=0; strategy=0; pacing=0; mysteryReveal=0; worldBuilding=2; characterArcWeight=4; relationshipStructure=2; comedy=2; darkness=2; mentalStress=2; romance=0; emotionalWarmth=4. The newly formed human-creature household supports foundFamily at centrality 2. Korean-title searches found no qualifying direct Korean review body. Art is optional and unassessed."
10,work-88b6ddbe403959af0452,きらりん☆レボリューション,romance;comedy;sliceOfLife,workplace:2:0.96;school:1:0.82,4,2,2,2,0,2,4,4,4,0,2,4,4,0.93,Rakuten Books representative volume 1 product — きらりん☆レボリューション,https://books.rakuten.co.jp/rb/1704560/,2006,2026-08-26,https://comicspace.jp/title/19157/review/tuneniharapeko;https://girlschannel.net/topics/3083571/,https://colley.kr/item/1645429949,라라의 스타일기 원작 만화 후기;라라의 스타일기 1권 리뷰,"The official anchor, direct Japanese reader reviews, and a Korean post about owning and reading the original manga describe Kirari entering idol work, growing toward professional status, facing performance and popularity challenges, and navigating a romance network with the two SHIPS idols. Reviews emphasize career dreams, attractive recurring rivals and allies, humor, emotional change, and the manga-only episodes loved by Korean readers. Conservative entry mappings: progression=4; problemSolving=2; strategy=2; pacing=2; mysteryReveal=0; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=4; darkness=0; mentalStress=2; romance=4; emotionalWarmth=4. Idol work is central and school remains secondary. Art is optional and unassessed."
