position,workId,canonicalTitle
1,work-ccd2699707d53f99e8c5,あとかたの街
2,work-cd3cb029fa0bf74fbafb,夢色パティシエール
3,work-ce00dfcc098d1bebdcd7,ノーバディクライ
4,work-ce15a744022a34a1c02e,PEACE MAKER
5,work-ce62d62940841d6bb152,星が原あおまんじゅうの森
6,work-ce6a8fb8a086bcaa5737,ホタルノヒカリ
7,work-cf86722f9ad7a28a7433,君は放課後インソムニア
8,work-cfe65b2baf6eb1c27b42,帝一の國
9,work-d004b9c38f07ed80aebf,恋と成
10,work-d00935b9f2ba0897925d,サムライカアサン
11,work-d0f8540d071099c25b8e,にこたま
12,work-d130ae58f0d7c0b64d36,うそつきリリィ
13,work-d174ef75d64341d695bd,死神ドットコム
14,work-d208dd6060ad71a6703c,ぼくらの
15,work-d21df491ed79185bacc3,好きな子がめがねを忘れた
16,work-d22b1c7ee9c7d5fb92f5,勤しめ！仁岡先生
17,work-d241d5bdc4fc56af2c5a,夏のあらし!
18,work-d246a7b49390578b201e,偽りのフレイヤ
19,work-d268f50a5223d98d65ac,冒険エレキテ島
20,work-d27a048a45e8d7b0e980,薄花少女
21,work-d291f3c96fa7be8e3b35,誘爆発作
22,work-d2f3c4dc5c7d4eb77b3b,彼女はろくろ首
23,work-d3d9940725172ca3edce,淀川ベルトコンベア・ガール
24,work-d3ed845af15b5ca9731c,かぶく者
25,work-d429fe417d732ca14f10,ボーイフレンド
26,work-d4335ee2ac7f16316e59,モンスター娘のいる日常
27,work-d5190eab71dd7e16f800,チェリーブロッサム!
28,work-d532eab2aba5cb4a898f,バーナード嬢曰く。
29,work-d5b5f321d1aebdfc3117,おかえり水平線
30,work-d5e2053fa233e36a431c,盆堀さん
31,work-d6055c4ac46022025318,どうして私が美術科に！？
32,work-d61e626249f63ad3c7b9,犬神もっこす
33,work-d62b0b048a1c15384504,ボクガール
34,work-d62c3a8421c03e2f37c4,妻、小学生になる。
35,work-d632d9b81e434f450529,なでしこドレミソラ
36,work-d66ce37fe86fba8214a2,キス＆ネバークライ
37,work-d6b8b5d480169a6794ca,BILLY BAT
38,work-d73553672898846c9ec0,甘神さんちの縁結び
39,work-d75e23cbf7c6238975e1,パリパリ伝説
40,work-d761683b3f1f71c8f6cd,盗賊の水さし
41,work-d79c4cf78238d9131063,プリティ・マニア
42,work-d7c59e42d9feee1e28ba,私の百合はお仕事です！
43,work-d7dad5b0bc4de926cc16,ラブ・バレット
44,work-d810f69bbd8b1cf60c63,誰も寝てはならぬ
45,work-d818cf2deb73c04c7ef6,茶柱倶楽部
46,work-d8bc7dc769d8e77adc27,ちーちゃんはちょっと足りない
47,work-d8c9332f72cbd7ef328f,とつくにの少女
48,work-d8f17d7482c8640c1acf,デンキ街の本屋さん
49,work-d91387c34bf6bc97481f,菱川さんと猫
50,work-d9a098f6f282e841faf9,THE BAND
