position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"1","work-ccd2699707d53f99e8c5","あとかたの街","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for あとかたの街; Rakuten product=https://books.rakuten.co.jp/rb/12764879/","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-026\frozen-work-set.csv","흔적의 거리 만화 리뷰;아토카타노 마치 리뷰","https://bookmeter.com/search?keyword=%E3%81%82%E3%81%A8%E3%81%8B%E3%81%9F%E3%81%AE%E8%A1%97;https://reviewne.jp/contents?query=%E3%81%82%E3%81%A8%E3%81%8B%E3%81%9F%E3%81%AE%E8%A1%97"
"2","work-cd3cb029fa0bf74fbafb","夢色パティシエール","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 夢色パティシエール; Rakuten product=https://books.rakuten.co.jp/rb/5921391/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2010","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-026\frozen-work-set.csv","꿈빛 파티시엘 만화 리뷰;유메이로 파티시에르 리뷰","https://bookmeter.com/search?keyword=%E5%A4%A2%E8%89%B2%E3%83%91%E3%83%86%E3%82%A3%E3%82%B7%E3%82%A8%E3%83%BC%E3%83%AB;https://reviewne.jp/contents?query=%E5%A4%A2%E8%89%B2%E3%83%91%E3%83%86%E3%82%A3%E3%82%B7%E3%82%A8%E3%83%BC%E3%83%AB"
"3","work-ce00dfcc098d1bebdcd7","ノーバディクライ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ノーバディクライ; Rakuten product=https://books.rakuten.co.jp/rb/5790489/","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-026\frozen-work-set.csv","노바디 크라이 만화 리뷰;노바디크라이 리뷰","https://bookmeter.com/search?keyword=%E3%83%8E%E3%83%BC%E3%83%90%E3%83%87%E3%82%A3%E3%82%AF%E3%83%A9%E3%82%A4;https://reviewne.jp/contents?query=%E3%83%8E%E3%83%BC%E3%83%90%E3%83%87%E3%82%A3%E3%82%AF%E3%83%A9%E3%82%A4"
"4","work-ce15a744022a34a1c02e","PEACE MAKER","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for PEACE MAKER; Rakuten product=https://books.rakuten.co.jp/rb/5246300/","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-026\frozen-work-set.csv","피스메이커 만화 리뷰;피스 메이커 리뷰","https://bookmeter.com/search?keyword=PEACE%20MAKER;https://reviewne.jp/contents?query=PEACE%20MAKER"
"5","work-ce62d62940841d6bb152","星が原あおまんじゅうの森","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 星が原あおまんじゅうの森; Rakuten product=https://books.rakuten.co.jp/rb/6242736/","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-026\frozen-work-set.csv","호시가하라 푸른 만두숲 만화 리뷰;호시가하라 아오 만주노 모리 리뷰","https://bookmeter.com/search?keyword=%E6%98%9F%E3%81%8C%E5%8E%9F%E3%81%82%E3%81%8A%E3%81%BE%E3%82%93%E3%81%98%E3%82%85%E3%81%86%E3%81%AE%E6%A3%AE;https://reviewne.jp/contents?query=%E6%98%9F%E3%81%8C%E5%8E%9F%E3%81%82%E3%81%8A%E3%81%BE%E3%82%93%E3%81%98%E3%82%85%E3%81%86%E3%81%AE%E6%A3%AE"
"6","work-ce6a8fb8a086bcaa5737","ホタルノヒカリ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ホタルノヒカリ; Rakuten product=https://books.rakuten.co.jp/rb/1762687/","https://www.mangataisho.com/archives/2008.html","2008","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-026\frozen-work-set.csv","호타루의 빛 만화 리뷰;호타루노 히카리 리뷰","https://bookmeter.com/search?keyword=%E3%83%9B%E3%82%BF%E3%83%AB%E3%83%8E%E3%83%92%E3%82%AB%E3%83%AA;https://reviewne.jp/contents?query=%E3%83%9B%E3%82%BF%E3%83%AB%E3%83%8E%E3%83%92%E3%82%AB%E3%83%AA"
"7","work-cf86722f9ad7a28a7433","君は放課後インソムニア","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 君は放課後インソムニア; Rakuten product=https://books.rakuten.co.jp/rb/15990445/","https://tsugimanga.jp/winner/2020/comics","2020-08-19","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-026\frozen-work-set.csv","너는 방과 후 인섬니아 만화 리뷰;키미와 호카고 인섬니아 리뷰","https://bookmeter.com/search?keyword=%E5%90%9B%E3%81%AF%E6%94%BE%E8%AA%B2%E5%BE%8C%E3%82%A4%E3%83%B3%E3%82%BD%E3%83%A0%E3%83%8B%E3%82%A2;https://reviewne.jp/contents?query=%E5%90%9B%E3%81%AF%E6%94%BE%E8%AA%B2%E5%BE%8C%E3%82%A4%E3%83%B3%E3%82%BD%E3%83%A0%E3%83%8B%E3%82%A2"
"8","work-cfe65b2baf6eb1c27b42","帝一の國","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 帝一の國; Rakuten product=https://books.rakuten.co.jp/rb/7000286/","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-026\frozen-work-set.csv","테이이치의 나라 만화 리뷰;테이이치노 쿠니 리뷰","https://bookmeter.com/search?keyword=%E5%B8%9D%E4%B8%80%E3%81%AE%E5%9C%8B;https://reviewne.jp/contents?query=%E5%B8%9D%E4%B8%80%E3%81%AE%E5%9C%8B"
"9","work-d004b9c38f07ed80aebf","恋と成","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 恋と成; Rakuten product=https://books.rakuten.co.jp/rb/11807130/","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-026\frozen-work-set.csv","사랑과 나리 만화 리뷰;코이토 나리 리뷰","https://bookmeter.com/search?keyword=%E6%81%8B%E3%81%A8%E6%88%90;https://reviewne.jp/contents?query=%E6%81%8B%E3%81%A8%E6%88%90"
"10","work-d00935b9f2ba0897925d","サムライカアサン","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for サムライカアサン; Rakuten product=https://books.rakuten.co.jp/rb/4021782/","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-026\frozen-work-set.csv","사무라이 카산 만화 리뷰;사무라이 카아상 리뷰","https://bookmeter.com/search?keyword=%E3%82%B5%E3%83%A0%E3%83%A9%E3%82%A4%E3%82%AB%E3%82%A2%E3%82%B5%E3%83%B3;https://reviewne.jp/contents?query=%E3%82%B5%E3%83%A0%E3%83%A9%E3%82%A4%E3%82%AB%E3%82%A2%E3%82%B5%E3%83%B3"
