position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
"1","work-ccd2699707d53f99e8c5","あとかたの街","historical","war:2:0.90;historicalReconstruction:2:0.92;school:1:0.74","2","unknown","unknown","2","0","4","2","2","unknown","4","2","unknown","2","0.86","Rakuten Books representative volume 1 product — あとかたの街","https://books.rakuten.co.jp/rb/12764879/","2015","2026-08-26","https://www.cmoa.jp/title/80577/;https://booklive.jp/review/list/title_id/270067/vol_no/001;https://www.cmoa.jp/title/customer_review/title_id/80577/?site_kbn=1","","흔적의 거리 만화 리뷰;아토카타노 마치 리뷰","Rakuten 공식 1권과 CMOA·BookLive 직접 독자 본문은 1944년 나고야의 학교 동원, 배급, 가족생활과 공습을 연대기적으로 묘사하며 수수께끼 보상 없이 전쟁 일상이 전개됨을 확인한다. 한글 제목인 흔적의 거리, 아토카타노 마치로 한국 커뮤니티를 검색했으나 직접 본문은 없었다. Conservative mappings: progression=2; pacing=2; mysteryReveal=0; worldBuilding=4; characterArcWeight=2; relationshipStructure=2; darkness=4; mentalStress=2; emotionalWarmth=2. problemSolving, strategy, comedy, romance는 unknown이다. Art is optional and not assessed."
2,work-cd3cb029fa0bf74fbafb,夢色パティシエール,fantasy;romance,school:2:0.90;cooking:2:0.90,4,2,unknown,2,unknown,2,4,2,2,unknown,2,2,4,0.86,Rakuten Books representative volume 1 product — 夢色パティシエール,https://books.rakuten.co.jp/rb/5921391/,2010,2026-08-26,https://booklive.jp/review/list/title_id/212184/vol_no/001,https://nmiu.tistory.com/65,꿈빛 파티시엘 만화 리뷰;꿈빛깔 파티쉐르 리뷰;꿈빛 파티쉐르 리뷰;유메이로 파티시에르 리뷰,초반 1~3권 범위에서 Rakuten 상품과 BookLive 1권 공식 소개 및 구매 리뷰는 제과학교와 스위츠 정령 그리고 제과 도전을 제시한다. 이치고가 평범한 상태에서 연습과 도전을 거쳐 파티시에를 목표로 하는 반복 성장에서 progression=4 problemSolving=2를 매핑하고 pacing=2를 기록하고 학교와 정령 설정에서 worldBuilding=2를 기록했다. 학교와 제과가 반복 핵심이므로 school:2:0.90 cooking:2:0.90을 사용했다. 캐릭터 성장과 왕자·정령 관계에서 characterArcWeight=4 relationshipStructure=2를 두고 구매 리뷰의 귀엽고 재미있는 반응에서 comedy=2를 기록했다. 주인공의 실패와 재도전 압박에서 mentalStress=2를 두고 연애 감정의 시작에서 romance=2를 매핑했으며 ほのぼの와 癒やされる 태그 및 스위츠로 사람을 기쁘게 한다는 설명에서 emotionalWarmth=4를 기록한다. 한국 NMIU 직접 글은 꿈빛 파티시엘 애니메이션 감상이라 권수 수치에는 쓰지 않고 초기 설정과 성장 맥락만 교차 확인했다. 일본 직접 리뷰와 한국어 제목 query를 확보했으며 미지원 축은 unknown이고 Art는 선택 항목이다.
"3","work-ce00dfcc098d1bebdcd7","ノーバディクライ","romance","school:1:0.70","2","unknown","unknown","4","0","2","2","2","unknown","2","4","4","unknown","0.80","Rakuten Books representative volume 1 product — ノーバディクライ","https://books.rakuten.co.jp/rb/5790489/","2009","2026-08-26","https://www.cmoa.jp/title/74012/;https://ebookstore.sony.jp/review/title/10106726/id/LT000017864000347826","","노바디 크라이 만화 리뷰;노바디크라이 리뷰;노바디 크라이 1권 후기","CMOA·Sony Reader 직접 본문은 학교와 현실 생활을 무대로 재회와 실연을 다룬 네 편의 압축 연애 단편이며 단서 추적형 수수께끼가 없는 구성을 확인한다. 한글 제목인 노바디 크라이로 한국 커뮤니티를 검색했으나 직접 본문은 없었다. Conservative mappings: progression=2; pacing=4; mysteryReveal=0; worldBuilding=2; characterArcWeight=2; relationshipStructure=2; darkness=2; mentalStress=4; romance=4. problemSolving, strategy, comedy, emotionalWarmth는 unknown이다. Art is optional and not assessed."
4,work-ce15a744022a34a1c02e,PEACE MAKER,action;scienceFiction,combat:2:0.92;adventure:2:0.86,2,2,unknown,4,2,4,2,2,2,4,2,unknown,unknown,0.86,Rakuten Books representative volume 1 product — PEACE MAKER,https://books.rakuten.co.jp/rb/5246300/,2009,2026-08-26,https://www.cmoa.jp/title/61211/;https://note.com/mikotocomic/n/nf2677e3b0b4a;https://honto.jp/ebook/pd-review_0625522604.html,,피스메이커 만화 리뷰;피스 메이커 리뷰;피스메이커 1권 후기;PEACE MAKER 만화 리뷰,"초반 1~3권 범위에서 Rakuten 공식 소개는 수수께끼의 호프가 피스메이커와 드로우 기술로 형을 찾는 결투 여행을 제시하고 Cmoa 1권 직접 리뷰는 최고 수준의 건액션과 본편의 수수께끼를 언급한다. note의 1권 독립 리뷰는 서부극형 황폐 세계와 SF 가젯 및 법과 질서의 모호함을 구체적으로 설명한다. 형을 찾는 여행에서 progression=2, 총과 드로우 기술로 결투를 푸는 과정에서 problemSolving=2, 빠른 결투 장면에서 pacing=4, 주인공의 정체와 형 찾기 질문에서 mysteryReveal=2, 반복되는 디스토피아 규칙과 폭력 세계에서 worldBuilding=4를 기록했다. 호프와 형의 목표에서 characterArcWeight=2 relationshipStructure=2, 생사 결투와 폭력에서 darkness=4 mentalStress=2를 매핑했다. 한국어 query(피스메이커 만화 리뷰;피스 메이커 리뷰;피스메이커 1권 후기;PEACE MAKER 만화 리뷰)는 수행했지만 직접 커뮤니티 본문은 없었다. 미지원 축은 unknown이고 Art는 선택 항목이다. Honto 1권 직접 리뷰는 결투 외 장면에 적절한 유머가 흩어지고 심각한 전개가 가볍게 읽힌다고 명시하므로 comedy=2를 추가했다."
5,work-ce62d62940841d6bb152,星が原あおまんじゅうの森,fantasy,foundFamily:2:0.80,2,unknown,unknown,2,2,4,2,2,unknown,2,2,unknown,4,0.84,Rakuten Books representative volume 1 product — 星が原あおまんじゅうの森,https://books.rakuten.co.jp/rb/6242736/,2010,2026-08-26,https://www.cmoa.jp/title/54730/,,호시가하라 푸른 만두숲 만화 리뷰;호시가하라 아오 만주노 모리 리뷰;호시가하라 만주숲 1권 후기,"초반 1~3권 범위에서 ebookjapan 공식 상품은 바람 부는 숲의 집에서 한 남자가 정령들과 사는 휴먼 판타지를 소개하고 Cmoa 1권 직접 리뷰는 초반의 포근함이 점차 무서워진다고 적는다. Cmoa의 다른 리뷰는 정령과 인간이 함께 사는 친절한 세계와 한 화씩 완결되면서 큰 흐름이 있다는 점을 확인한다. 정령들과의 동거와 유대가 반복 핵심이므로 foundFamily:2:0.80을 두었다. 한 화 단위와 큰 흐름에서 progression=2 pacing=2, 숲과 정령의 규칙에서 worldBuilding=4, 포근함 뒤의 두려움에서 darkness=2 mentalStress=2, 인간과 정령 관계 및 인물 변화에서 characterArcWeight=2 relationshipStructure=2를 보수적으로 매핑하고 유연한 세계와 힐링 보상에서 emotionalWarmth=4를 기록했다. 나머지 미지원 축은 직접 단서가 부족해 unknown이다. 한국어 query(호시가하라 푸른 만두숲 만화 리뷰;호시가하라 아오 만주노 모리 리뷰;호시가하라 만주숲 1권 후기)는 수행했으나 직접 본문 URL은 없었다. Art는 선택 항목이다. Cmoa의 2~3권 공식 소개는 모습을 드러내지 않는 바람 정령의 진의와 갈등을 반복해 비밀·미해결 질문이 일부 존재하므로 mysteryReveal=2를 추가했다."
"6","work-ce6a8fb8a086bcaa5737","ホタルノヒカリ","romance;sliceOfLife","workplace:2:0.90","2","2","unknown","2","unknown","2","2","4","2","unknown","2","4","unknown","0.84","Rakuten Books representative volume 1 product — ホタルノヒカリ","https://books.rakuten.co.jp/rb/1762687/","2008","2026-08-26","https://booklive.jp/review/list/title_id/1946648/vol_no/001;https://www.cmoa.jp/title/2345/","https://m.yes24.com/Goods/Review/1997494","호타루의 빛 만화 리뷰 1권;호타루의빛 1권 후기;호타루노 히카리 만화 리뷰","BookLive·CMOA 1권과 한국 YES24 직접 구매 리뷰는 직장인 호타루가 상사와 동거하며 연하남과의 연애를 다시 시작하고 직장·집의 이중생활 문제를 직접 행동으로 조정하는 유쾌한 구도를 확인한다. 한글 제목인 호타루의 빛으로 한국 커뮤니티를 검색해 직접 구매 리뷰를 확인했다. Conservative mappings: progression=2; problemSolving=2; pacing=2; worldBuilding=2; characterArcWeight=2; relationshipStructure=4; comedy=2; mentalStress=2; romance=4. strategy, mysteryReveal, darkness, emotionalWarmth는 unknown이다. Art is optional and not assessed."
7,work-cf86722f9ad7a28a7433,君は放課後インソムニア,romance;sliceOfLife,school:2:0.90,2,2,unknown,2,2,2,4,4,unknown,2,4,2,4,0.88,Rakuten Books representative volume 1 product — 君は放課後インソムニア,https://books.rakuten.co.jp/rb/15990445/,2020-08-19,2026-08-26,https://ebookstore.sony.jp/review/title/10448742/id/LT000119567000968398/;https://note.com/423shibusan/n/n997ccc01b81b,https://m.yes24.com/Goods/Review/117170901,너는 방과 후 인섬니아 만화 리뷰 1권;너는 방과후 인섬니아 후기;키미와 호카고 인섬니아 리뷰,"초반 1~3권 범위에서 Sony Reader의 일본 직접 1권 리뷰와 note는 불면증인 두 고교생이 폐천문대에서 만나 비밀 장소를 공유하고 천문부를 세우는 과정을 설명한다. YES24 한국어 1권 리뷰도 두 주인공이 천문대에서 공통 불면증을 통해 만나고 밤길을 함께 보내며 힐링된다고 직접 적는다. 만남에서 비밀 장소와 천문부로 이어지는 서서히 진행하는 관계에서 progression=2 problemSolving=2 pacing=2를 기록했다. 천문대 소문과 공유 비밀에서 mysteryReveal=2, 천문대와 천문부 규칙 및 지역 배경에서 worldBuilding=2를 매핑했다. 두 주인공의 변화와 관계 중심 보상에서 characterArcWeight=4 relationshipStructure=4 emotionalWarmth=4, 반복되는 불면증 압박에서 mentalStress=4, 연애의 시작에서 romance=2, 불면증의 무게와 불안한 밤에서 darkness=2를 기록한다. comedy는 핵심이 아니어서 unknown이다. 한국어 제목 query와 일본 및 한국 직접 본문 URL을 모두 확인했고 Art는 선택 항목이다."
8,work-cfe65b2baf6eb1c27b42,帝一の國,comedy,school:2:0.90;politics:2:0.92,4,4,4,2,unknown,2,2,4,4,2,2,unknown,unknown,0.88,Rakuten Books representative volume 1 product — 帝一の國,https://books.rakuten.co.jp/rb/7000286/,2012,2026-08-26,https://bookworms.jp/book/B00IYJ05XG;https://www.cmoa.jp/title/73929/,,테이이치의 나라 만화 리뷰 1권;테이이치노 쿠니 만화 리뷰;테이이치의 나라 후기;테이이치노 쿠니 리뷰,"초반 1~3권 범위에서 Bookworms의 1권 직접 리뷰는 총리 야망을 가진 제국고 학생이 학생회장 선거를 국가 권력 축소판으로 보고 파벌과 뒷공작으로 올라가는 정치 코미디라고 설명한다. Cmoa 직접 추천 리뷰도 반장 선거부터 학생회장으로 향하는 긴장과 정치소설 같은 읽기 경험을 확인한다. 반복되는 권력 획득과 학생회 선거에서 progression=4 problemSolving=4 strategy=4, 선거 국면의 빠른 전환은 아니므로 pacing=2, 학교의 파벌 규칙과 정치 공간에서 worldBuilding=2를 기록했다. 제국의 야망과 부친에 대한 복합 감정에서 characterArcWeight=2, 파벌과 동료들의 다중 관계에서 relationshipStructure=4, 정치 코미디와 과장된 진지함에서 comedy=4, 권력과 선거 압박의 어두운 풍자에서 darkness=2 mentalStress=2를 매핑했다. 한국어 테이이치의 나라 검색에서는 영화 해석 글을 찾았지만 만화 1~3권 본문이 아니어서 KR evidence URL로 쓰지 않았다. 한국어 query를 수행했고 romance와 emotionalWarmth 및 mysteryReveal은 unknown이다."
"9","work-d004b9c38f07ed80aebf","恋と成","comedy;sliceOfLife","school:2:0.82","0","2","unknown","4","unknown","2","2","4","4","0","unknown","unknown","2","0.78","Rakuten Books representative volume 1 product — 恋と成","https://books.rakuten.co.jp/rb/11807130/","2014","2026-08-26","https://www.kinokuniya.co.jp/f/dsg-01-9784833018883","","사랑과 나리 만화 리뷰 1권;코이토 나리 리뷰;사랑과 나리 후기","Kinokuniya에 인라인된 Bookmeter 직접 독자 본문은 초등학교 3학년 학급의 괴짜 급우들이 작은 일상 문제를 벌이고 풀어 가는 밝은 에피소드형 개그라고 설명한다. 한글 제목인 사랑과 나리, 코이토 나리로 한국 커뮤니티를 검색했으나 직접 본문은 없었다. Conservative mappings: progression=0; problemSolving=2; pacing=4; worldBuilding=2; characterArcWeight=2; relationshipStructure=4; comedy=4; darkness=0; emotionalWarmth=2. strategy, mysteryReveal, mentalStress, romance는 unknown이다. Art is optional and not assessed."
10,work-d00935b9f2ba0897925d,サムライカアサン,comedy;sliceOfLife,foundFamily:2:0.90,2,2,unknown,4,unknown,2,4,2,4,unknown,2,unknown,4,0.88,Rakuten Books representative volume 1 product — サムライカアサン,https://books.rakuten.co.jp/rb/4021782/,2009,2026-08-26,https://booklive.jp/review/list/title_id/173349/vol_no/001;https://www.cmoa.jp/title/37223/,,사무라이 카산 만화 리뷰 1권;사무라이 카아상 후기;사무라이 카산 리뷰,"초반 1~3권 범위에서 BookLive와 Cmoa 1권 직접 리뷰는 반항기 아들과 과잉보호 어머니의 에피소드가 웃음과 사랑을 함께 만든다고 설명한다. 어머니가 주변 사람을 전력으로 응원하고 아들의 변화가 반복되는 가족 일상에서 progression=2 problemSolving=2를 보수적으로 기록했다. 짧은 가정 에피소드와 빠른 개그 비트에서 pacing=4, 아들과 어머니의 변화에서 characterArcWeight=4, 모자와 주변 인물의 고정 관계에서 relationshipStructure=2, 반복되는 웃음과 눈물에서 comedy=4 emotionalWarmth=4, 반항기 갈등의 심리 압박에서 mentalStress=2를 매핑했다. 가족 유대가 중심이어서 foundFamily:2:0.90을 사용했다. 한국어 query(사무라이 카산 만화 리뷰 1권;사무라이 카아상 후기;사무라이 카산 리뷰)는 수행했으나 직접 커뮤니티 본문 URL은 없었다. darkness와 romance 및 미스터리는 unknown이며 Art는 선택 항목이다. Cmoa 1~3권 소개의 반복되는 가정 무대와 어머니·아들 역할 및 가족 생활 규칙은 기능적인 설정으로 worldBuilding=2를 지지한다."
