id,workId,volumeNumber,isbn,releaseDate,editionKind,isRepresentative,evidenceId
work-0029e59a039dce3f6e74-representative,work-0029e59a039dce3f6e74,1,9784088916507,2020-07-17,standard,true,ev-rakuten-library-work-0029e59a039dce3f6e74
work-048a39f42bd18cb0823e-representative,work-048a39f42bd18cb0823e,1,9784344809437,,standard,true,ev-rakuten-library-work-048a39f42bd18cb0823e
work-04f35b4c99514d50231d-representative,work-04f35b4c99514d50231d,1,9784592143512,,standard,true,ev-rakuten-library-work-04f35b4c99514d50231d
work-064c0062e7a8e29cfbed-representative,work-064c0062e7a8e29cfbed,1,9784091577849,2023-11-17,standard,true,ev-rakuten-library-work-064c0062e7a8e29cfbed
work-07faf4019b12de5e877d-representative,work-07faf4019b12de5e877d,1,9784575848106,,standard,true,ev-rakuten-library-work-07faf4019b12de5e877d
work-131ba7a362fa9e38a10a-representative,work-131ba7a362fa9e38a10a,1,9784088841083,2024-06-04,standard,true,ev-rakuten-library-work-131ba7a362fa9e38a10a
work-171b262b7ad72871f795-representative,work-171b262b7ad72871f795,1,9784785934071,,standard,true,ev-rakuten-library-work-171b262b7ad72871f795
work-174e7603bb0e71bb62ab-representative,work-174e7603bb0e71bb62ab,1,9784091250155,,standard,true,ev-rakuten-library-work-174e7603bb0e71bb62ab
work-197089286d30de82f9e9-representative,work-197089286d30de82f9e9,1,9784592224266,2022-02-18,standard,true,ev-rakuten-library-work-197089286d30de82f9e9
work-1d447cc9026b530fb53d-representative,work-1d447cc9026b530fb53d,1,9784091251251,,standard,true,ev-rakuten-library-work-1d447cc9026b530fb53d
work-29806fe5f9633b940747-representative,work-29806fe5f9633b940747,1,9784088705965,,standard,true,ev-rakuten-library-work-29806fe5f9633b940747
work-319e39a597d16251efc9-representative,work-319e39a597d16251efc9,1,9784047261457,2009-11-16,standard,true,ev-rakuten-library-work-319e39a597d16251efc9
work-3ba6e8e3cfdec674eae3-representative,work-3ba6e8e3cfdec674eae3,1,9784098613632,2022-05-30,standard,true,ev-rakuten-library-work-3ba6e8e3cfdec674eae3
work-40ea287aae6305289cf6-representative,work-40ea287aae6305289cf6,1,9784757559202,,standard,true,ev-rakuten-library-work-40ea287aae6305289cf6
work-550854424fc9cc94d585-representative,work-550854424fc9cc94d585,1,9784040661001,2010-01-23,standard,true,ev-rakuten-library-work-550854424fc9cc94d585
work-5baea1ce0e7e74df34b9-representative,work-5baea1ce0e7e74df34b9,1,9784063728224,2009-08-21,standard,true,ev-rakuten-library-work-5baea1ce0e7e74df34b9
work-672862529a341488245b-representative,work-672862529a341488245b,1,9784063106824,,standard,true,ev-rakuten-library-work-672862529a341488245b
work-680837b0db4ec9d2932c-representative,work-680837b0db4ec9d2932c,1,9784091866066,,standard,true,ev-rakuten-library-work-680837b0db4ec9d2932c
work-724c064d491faf4c7414-representative,work-724c064d491faf4c7414,1,9784063521061,2005-05-21,standard,true,ev-rakuten-library-work-724c064d491faf4c7414
work-78d44d381562e37dd94a-representative,work-78d44d381562e37dd94a,1,9784088467696,,standard,true,ev-rakuten-library-work-78d44d381562e37dd94a
work-7a4e7ba45413e1b8af34-representative,work-7a4e7ba45413e1b8af34,1,9784088463667,,standard,true,ev-rakuten-library-work-7a4e7ba45413e1b8af34
work-7abb6e8396c5e1252173-representative,work-7abb6e8396c5e1252173,1,9784063879179,,standard,true,ev-rakuten-library-work-7abb6e8396c5e1252173
work-81c561ca6bb74a301cf8-representative,work-81c561ca6bb74a301cf8,1,9784065142103,2019-01-09,standard,true,ev-rakuten-library-work-81c561ca6bb74a301cf8
work-83510afea8d961aec880-representative,work-83510afea8d961aec880,1,9784091883773,,standard,true,ev-rakuten-library-work-83510afea8d961aec880
work-84a6a139c55f2760544e-representative,work-84a6a139c55f2760544e,1,9784253226158,,standard,true,ev-rakuten-library-work-84a6a139c55f2760544e
work-88e75622b83b794c03ac-representative,work-88e75622b83b794c03ac,1,9784063523911,2011-12-22,standard,true,ev-rakuten-library-work-88e75622b83b794c03ac
work-9036a98c069b5ef8cd54-representative,work-9036a98c069b5ef8cd54,1,9784091294920,,standard,true,ev-rakuten-library-work-9036a98c069b5ef8cd54
work-98637340992f2f50107d-representative,work-98637340992f2f50107d,1,9784107716774,,standard,true,ev-rakuten-library-work-98637340992f2f50107d
work-a25bac53b4757f13f21a-representative,work-a25bac53b4757f13f21a,1,9784063870176,,standard,true,ev-rakuten-library-work-a25bac53b4757f13f21a
work-a4ca6e21e97927928e1a-representative,work-a4ca6e21e97927928e1a,1,9784199801198,,standard,true,ev-rakuten-library-work-a4ca6e21e97927928e1a
work-a7413b6e35e0d316a538-representative,work-a7413b6e35e0d316a538,1,9784063655407,2009-01-13,standard,true,ev-rakuten-library-work-a7413b6e35e0d316a538
work-a7e0062c7153978fc6fe-representative,work-a7e0062c7153978fc6fe,1,9784091322609,2009-01-09,standard,true,ev-rakuten-library-work-a7e0062c7153978fc6fe
work-a960372ed5efa4031896-representative,work-a960372ed5efa4031896,1,9784098542420,2025-09-18,standard,true,ev-rakuten-library-work-a960372ed5efa4031896
