position,workId,canonicalTitle
1,work-9c99d5d65e8e6a4a8465,少年メイド
2,work-9cfccaa87d8dc193f422,血界戦線
3,work-9cfdc50b51526aad52a4,おんさのひびき
4,work-9d2b58c5a982b7ddcbc6,ボーイズ・オン・ザ・ラン
5,work-9d437b1a9711aeb3471d,花音
6,work-9d521b89712c948b76ce,水女神は今日も恋をするか？
7,work-9de2b62d9ed781881670,箱入りドロップス
8,work-9e12ab5a319cfbf36307,セカイのミカタ
9,work-9ea21464345e9489a6c2,魔法少女♡三十路
10,work-9ea5b539398abf33389c,不器用な先輩。
11,work-9ed6fa395060b8ee9851,ミトコンペレストロイカ
12,work-9eddcb2b8337e0a27537,花宵道中
13,work-9ee686214ab1d0d4c8fc,まったく最近の探偵ときたら
14,work-9f2db6ebe083f66c893a,秘身譚
15,work-9f3cb76fbf3b626f101a,けいおん！
16,work-9f6e65be23de6688e45b,不思議な少年
17,work-9fb32a2b0f954de5f4a3,ファイトじじいクラブ
18,work-9fc590948fe2b54fdcf3,年刊中年チャンプ
19,work-9ffbdff3e9db3f9826e9,数学ゴールデン
20,work-a05b0d00f7d8d7592c7e,サンケンロック
21,work-a0ef16551acd379eb984,BE BLUES！〜青になれ〜
22,work-a0fdd0c31f6b45d32172,山田くんと７人の魔女
23,work-a111c5b5eb985dbc9c50,VIVO!
24,work-a14cf4446d589444177f,もうかえってくれないかっ
25,work-a15b3e6abad9affdea74,天使とアクト!!
26,work-a1798a9542d578b3137d,珈琲時間
27,work-a19dbc25b52fe100ed66,僕だけが知ってるんだぜ
28,work-a249a1a5c8938ef5ab9e,魔女と猫の話
29,work-a24e0d721bd03f8dfc41,たべるダケ
30,work-a268fb6b187e6a7ffd72,暗号学園のいろは
31,work-a27bbfd85487a68b974a,ペンギンの問題
32,work-a280377d41783aab421d,NEW GAME！
33,work-a2f0a0e6114c3b669689,破壊神マグちゃん
34,work-a30c0fbb0769daac98cc,ゴーゴーダイナマイツ
35,work-a3182a646697c06c2526,忍者と殺し屋のふたりぐらし
36,work-a31925593fef2aaca2e2,深夜のダメ恋図鑑
37,work-a38a0adc31f0622bf206,PONG・PONG
38,work-a3a198078e3623f56c86,死役所
39,work-a3b7c5c6810710ed3721,夢で見たあの子のために
40,work-a3ed52406fbf51370b41,センセイあのね?
41,work-a3f82c226e2ef72b9805,DOIS SOL
42,work-a42530eb1460613ddb66,こちら葛飾区亀有公園前派出所
43,work-a4382c451f4eb3bf3995,ワンルームエンジェル
44,work-a44dc3d83aa629edb8d6,彼女のカレラ
45,work-a46aa6b40c164ff18925,銀盤騎士
46,work-a4a4d06aa88c7e6c4f00,恋の心に黒い羽
47,work-a5485a456a0896a0431b,白山と三田さん
48,work-a5a6e4383b0ae45add35,落ちぶれゼウスと奴隷の子
49,work-a63ff955e6bc8227e843,ヒツジの執事
50,work-a6493670a1de599ac6c1,きみは終末
